r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.26,6.1,1.6,2.9543865691544156,,
0.52,11.2,0.7,5.183367631183419,1.0092996812564157,5.207413688792212
0.77,14.9,1.5,8.337919404743607,1.0080936034321113,8.371593312795566
1.03,19.1,2.2,10.796281767349349,1.0069186922872313,10.83356546559774
1.29,24.3,0.9,13.437458837146258,1.0057762198234004,13.47621181435192
1.55,29.8,1.9,15.445452405157967,1.0046788051204052,15.4815433696752
1.81,34.3,1.6,17.185648082047997,1.0037911375204727,17.21819384249377
2.06,38.2,3.5,18.606947627163354,1.0030535520183215,18.63533461463612
2.32,42.5,5.6,19.41014425500233,1.0024989737238095,19.434381842411348
2.58,42.3,3.0,19.925523832511907,1.002020203195509,19.945640481167853
2.84,47.3,4.4,20.371283710164168,1.001631762993997,20.387897488938588
3.1,49.3,4.0,21.007124981777014,1.0014052127858557,21.021879540582216
3.35,50.6,3.5,21.805249367984764,1.0012445222543036,21.81881370806578
3.61,53.0,3.5,22.375873167320194,1.0011761809015565,22.38902833757948
3.87,54.7,3.3,22.048351412293847,1.0011909840349642,22.061477122593594
4.13,55.2,3.1,21.682296926294505,1.001255792051257,21.6959068828828
4.38,57.5,2.6,21.84745522938541,1.0014121184497593,21.862875384839214
4.64,59.1,2.4,22.167769396130048,1.001623077829232,22.18575210976772
4.9,61.2,1.9,22.542309109760694,1.001884314385697,22.563537512891987
5.16,62.7,1.9,22.8807386244413,1.0022100163220793,22.906008073583422
5.42,64.4,2.9,23.360104879901545,1.0025600229663805,23.38998696991145
5.67,66.6,3.2,23.837157968180687,1.0029312053588937,23.87206820721861
5.93,66.3,3.4,23.850670850103985,1.0033882272472783,23.89104242842151
6.19,66.2,3.2,23.461615460151076,1.00388261505788,23.507117546900787
6.45,67.3,3.0,23.151943762889545,1.0044353498748306,23.20323044265136
