r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.85,10.3,0.2,9.59,1.0119494478005375,9.647127448637994
1.14,12.9,2.7,11.99,1.010414492249534,12.052273165143669
1.42,16.4,1.8,13.861908238045727,1.0089324662002892,13.923681112103619
1.71,18.6,2.1,15.652683476005,1.007709351919139,15.71290365689857
1.99,19.8,2.0,17.53046491111973,1.006531272424055,17.587619860396057
2.28,26.1,0.6,18.698804774637335,1.0054287050059825,18.74949122484203
2.55,27.7,2.7,19.922020479860972,1.0045102894631521,19.966896974821427
2.84,29.7,2.6,20.791007671587252,1.0035238431393716,20.827607581728717
3.13,33.0,3.4,21.517811226981244,1.0029187712912742,21.549191130804772
3.41,34.8,1.2,22.01645975174029,1.0023416225896313,22.042221799059817
3.7,35.0,0.9,21.924235448471173,1.0018631493349872,21.944650006401606
3.98,39.0,10.2,21.89594711356419,1.0015192747501296,21.912573780632012
4.26,35.9,5.4,22.723540657212734,1.0011754001652722,22.736891361981744
4.55,40.0,4.1,24.82737400531921,1.0009810326658262,24.839549252425382
4.84,38.7,1.4,27.12151175727489,1.0007913622466553,27.13224110523292
5.12,41.8,0.5,28.330981274922337,1.000677299847984,28.340573935575748
5.41,42.9,0.4,28.895406209292158,1.0006302351500336,28.904510225434144
5.68,44.4,1.7,29.920482950647706,1.0005864162933211,29.929254594230645
5.97,46.1,1.3,30.779416823585205,1.000639775530519,30.78926120815156
6.26,49.0,0.9,31.710763157010273,1.00069706013326,31.7218133860732
6.54,51.9,0.6,32.47910867003588,1.0007891405129252,32.4919214330044
6.83,53.1,2.1,32.45592241795016,1.0009238507491245,32.47091117102634
7.1,54.0,0.5,32.57555218258011,1.0010492706242067,32.5926379868333
7.39,55.9,1.1,32.749064108765,1.0012585363639304,32.769665572912984
7.68,58.8,3.6,33.319059110365046,1.001471480829157,33.343564277321235
7.96,57.3,4.6,33.76046504419037,1.0017038977897739,33.789214993544206
8.25,54.0,9.0,34.0532670972992,1.0019744457240045,34.08686868315567
8.52,63.8,12.0,33.90553494637712,1.002226335180012,33.943256505465335
8.81,60.5,6.2,34.00629500548391,1.0025298686765722,34.04928356407662
9.1,61.0,5.7,34.217640187482246,1.0028353747316767,34.26611576637951
9.38,66.0,1.3,34.77264729640238,1.0031434970412978,34.82725826966607
9.67,65.2,3.4,35.80586125203526,1.0034778357547998,35.8680706627001
9.96,67.1,4.7,35.81432115788319,1.0038123594062,35.8825247476424
10.23,67.5,9.3,36.23216526789422,1.0041785668331504,36.30778561611602
