r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.42,35.7,9.1,15.483607460795433,,
1.47,83.3,9.3,40.92651951974417,1.0120177751323025,41.17170791928729
2.11,94.2,10.4,48.84802964296513,1.0088198282365215,49.062972359509686
2.84,97.6,9.1,53.605969816803054,1.0062617623569285,53.77354182410593
3.9,101.0,9.1,57.91132963419162,1.0033472802343804,58.00817138728763
4.74,105.0,16.7,63.96273055459718,1.0019361192034428,64.0246203480443
5.69,106.0,9.1,69.23770071283418,1.0010087105817043,69.27261231180935
6.32,108.0,11.5,71.41734313176316,1.0006315450996246,71.43989120883471
7.37,110.0,23.0,74.55555780758401,1.0004380436896894,74.57188531555377
8.21,112.0,19.7,75.48106650014955,1.0005357620457362,75.50128373790622
9.16,113.0,9.1,77.29093737301936,1.0008541828309447,77.32394062266725
10.85,114.0,9.1,77.96495238246479,1.0018043631841234,78.03525922685316
12.21,114.0,9.1,75.47465799856266,1.0028870410337005,75.58352869397773
15.16,114.0,11.2,71.64346795067922,1.0057473617877875,71.84905344536539
