r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.25,20.9,3.4,17.33139636613276,,
0.83,40.0,3.29,35.00630800298712,1.0068545471742532,35.12607930379495
1.38,51.5,2.96,51.36339260601854,1.0047226213530873,51.48453467480049
1.85,67.9,3.45,61.93297183245771,1.0031596473452085,62.03073784185132
2.68,80.2,2.93,61.776141834854016,1.0016807698304941,61.8280357762862
3.19,83.3,3.08,65.33506944972203,1.0013023330053812,65.37759961579435
3.68,91.4,2.83,68.19718249312064,1.0012652744631603,68.24031293120696
4.13,102.0,5.4,69.97198367918405,1.0014671906246766,70.02329598407147
5.23,105.0,4.21,69.42425584765024,1.0026710578840337,69.51691211930775
6.05,109.0,2.1,65.99247305564477,1.0040749929329766,66.12679578439112
6.81,108.0,2.1,62.639955300111765,1.0056295802547155,62.81602617436544
7.56,109.0,2.1,61.778006604292436,1.0074671914024835,62.00823171976854
8.32,110.0,2.1,61.35031621760397,1.0095436820677646,61.64237499962476
9.09,111.0,2.33,60.56720647347044,1.0118843879493415,60.926045566031334
9.86,112.0,4.74,57.32175154337139,1.0144288779571202,57.73381474306332
