r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.28,11.9,7.89,6.2921300050142,,
0.87,34.8,7.89,17.881680569789854,1.0078401255737985,17.951641023393574
1.46,58.5,8.68,27.78001619869938,1.0054195456868755,27.855192015120817
2.05,81.5,14.2,35.88963081448456,1.003397887249558,35.950553565680096
2.35,91.8,17.5,38.599762952640006,1.0026531959856158,38.65093540054679
4.76,114.0,8.68,48.02736719829643,1.001296977117123,48.05850230431359
7.86,116.0,8.68,53.59752326367329,1.0056511348786916,53.74875332586584
8.7,117.0,16.6,56.32932628746771,1.0074717776595306,56.53937475964204
10.18,118.0,51.9,54.93775568768714,1.0111306930749382,55.242657242560085
10.47,118.0,40.3,54.70935294810203,1.0119513083253169,55.03530612162439
