r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.41,33.2,11.6,29.034231520741166,,
0.98,50.4,11.8,47.803850263341765,,
1.78,53.9,9.75,62.455829191517424,1.0134434949852462,62.87423997361635
2.69,67.6,5.1,75.96270729772604,1.0090683307248192,76.3063574489669
3.36,81.7,5.06,82.7209556279423,1.0070037475354046,83.01012853244022
4.39,102.0,5.35,87.36533065238179,1.0042742246414171,87.55184109254796
5.65,116.0,6.44,92.71797506416974,1.0020850194791506,92.81458412448666
6.34,132.0,9.1,96.73140389759676,1.0013829412093196,96.79826771074568
6.89,137.0,5.25,101.22834484471234,1.0009719411287301,101.27752689297478
8.34,154.0,4.2,115.10685904845114,1.0004325844663486,115.13175307614709
10.04,163.0,3.28,130.9806523880531,1.0004295924286415,131.0087835154299
11.65,170.0,2.41,136.90796397580382,1.0008540627128082,136.96641549171147
13.36,175.0,2.18,137.8288072211321,1.0016196110922695,137.94037659716375
15.06,177.0,2.23,134.42007476563907,1.0027053140251776,134.601776215535
16.67,178.0,2.03,130.66190339957552,1.0038789238710413,130.91507191990095
