r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.41,33.2,11.6,29.034231520741166,,
0.98,50.4,11.8,47.803850263341765,,
1.78,53.9,9.75,62.455829191517424,1.0135227834090366,62.87669946045833
2.69,67.6,5.1,75.96270729772604,1.009106397121653,76.30779673736845
3.36,81.7,5.06,82.7209556279423,1.0070242291826104,83.01097270781013
4.39,102.0,5.35,87.36533065238179,1.0042751398390823,87.55188098564705
5.65,116.0,6.44,92.71797506416974,1.0020772564832052,92.81422461375571
6.34,132.0,9.1,96.73140389759676,1.00137309146867,96.79779164902263
6.89,137.0,5.25,101.22834484471234,1.0009615277012776,101.27700008054451
8.34,154.0,4.2,115.10685904845114,1.0004236833103515,115.13124089372229
10.04,163.0,3.28,130.9806523880531,1.0004222162547476,131.00830055023306
11.65,170.0,2.41,136.90796397580382,1.0008479150581904,136.96599483922023
13.36,175.0,2.18,137.8288072211321,1.0016143866867466,137.94001685110993
15.06,177.0,2.23,134.42007476563907,1.002700713335566,134.60146742007177
16.67,178.0,2.03,130.66190339957552,1.0038747734665048,130.91480129410286
