r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.28,11.9,7.89,6.2921300050142,,
0.87,34.8,7.89,17.881680569789854,1.0079304294386329,17.95244525127247
1.46,58.5,8.68,27.78001619869938,1.0054666334337814,27.855844291516433
2.05,81.5,14.2,35.88963081448456,1.0034093178795507,35.95075833803946
2.35,91.8,17.5,38.599762952640006,1.0026516963018284,38.650906495137086
4.76,114.0,8.68,48.02736719829643,1.0012724188308366,48.05791294784798
7.86,116.0,8.68,53.59752326367329,1.0056347113946837,53.74831443340893
8.7,117.0,16.6,56.32932628746771,1.0074562245154874,56.53893833628352
10.18,118.0,51.9,54.93775568768714,1.011115000473289,55.24222856188426
10.47,118.0,40.3,54.70935294810203,1.011935345865919,55.034872058099516
