r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.64,12.4,8.6,13.611245350811954,,
1.18,21.9,6.2,21.226667190117247,1.0148452935880667,21.383644794921803
1.8,32.3,1.88,27.76613765002255,1.0117055650368176,27.92817401284733
2.03,37.9,6.2,29.79981879139536,1.0105408270258702,29.956464447446432
2.78,53.1,9.5,36.42926845271532,1.0075391891558714,36.56633416955503
3.0,62.4,11.0,38.11444345651658,1.0067989694225714,38.24379343513191
3.64,68.0,6.2,42.50319517401015,1.0048315971847044,42.60575060571832
4.19,78.0,7.98,45.735798888835426,1.0035725144832477,45.81742195589769
4.6,82.3,6.2,46.93404414707942,1.0026339255603436,46.99581388886663
5.14,85.7,6.3,48.025644191410905,1.0019681683514683,48.072882236208265
5.39,85.5,6.51,48.93230630166536,1.001671550645898,48.97318563992901
6.31,89.5,15.6,52.515719551387654,1.0009102690012934,52.539615830408216
9.1,95.2,15.5,57.83659913929933,1.0004975413514592,57.850985399931744
10.17,97.5,6.2,59.992083644427616,1.0008419971425824,60.01733491167539
11.99,101.0,10.2,61.64088253748481,1.0017925317158891,61.69610442029255
14.02,107.0,10.7,61.95728367189769,1.0033155667779883,62.059910431521715
15.94,117.0,11.7,62.64542281763289,1.004980258218373,62.80122426660834
17.98,120.0,12.0,62.60240330849927,1.0070842809681928,62.823758471990985
