r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.45,18.9,9.78,65.19,,
1.34,58.3,10.5,120.17,,
2.23,74.1,5.69,137.48,1.0,137.48
3.12,119.0,4.27,146.18,1.0,146.18
4.01,141.0,3.76,157.86,1.0,157.86
4.9,195.0,4.54,175.79,1.0,175.79
5.79,227.0,4.2,199.19,1.0,199.19
6.69,246.0,4.24,217.87,1.0,217.87
7.58,268.0,5.56,228.65,1.0,228.65
8.47,283.0,2.96,241.76,1.0,241.76
10.23,291.0,9.81,260.94,1.0,260.94
12.06,310.0,4.74,275.0400029086679,1.0,275.0400029086679
13.44,310.0,20.4,277.98028779033956,1.0,277.98028779033956
15.18,310.0,16.1,282.2671334038024,1.0,282.2671334038024
16.83,314.0,13.5,283.7363587910439,1.0,283.7363587910439
18.56,317.0,12.7,277.4176075882712,1.0,277.4176075882712
20.3,319.0,10.4,274.1903712751416,1.0,274.1903712751416
21.94,318.0,10.8,275.0623645648383,1.0,275.0623645648383
23.68,317.0,9.3,274.2245512349323,1.0,274.2245512349323
25.41,317.0,7.23,265.4585180400132,1.0,265.4585180400132
27.06,312.0,8.39,257.17034238029856,1.0,257.17034238029856
28.8,312.0,8.37,247.63895028851982,1.0,247.63895028851982
30.53,311.0,11.5,238.15547211853016,1.0,238.15547211853016
32.18,310.0,14.5,230.78446091537447,1.0,230.78446091537447
33.91,313.0,15.9,224.30081163473304,1.0,224.30081163473304
35.65,320.0,8.83,217.71449767987434,1.0,217.71449767987434
37.3,321.0,7.88,212.31512287164097,1.0,212.31512287164097
39.03,320.0,8.0,206.59717931278735,1.0,206.59717931278735
40.76,315.0,9.82,201.30546962266078,1.0,201.30546962266078
42.41,312.0,9.07,196.97196805637088,1.0,196.97196805637088
