r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.25,20.9,3.4,17.33139636613276,,
0.83,40.0,3.29,35.00630800298712,1.0,35.00630800298712
1.38,51.5,2.96,51.36339260601854,1.0,51.36339260601854
1.85,67.9,3.45,61.93297183245771,1.0,61.93297183245771
2.68,80.2,2.93,61.776141834854016,1.0,61.776141834854016
3.19,83.3,3.08,65.33506944972203,1.0,65.33506944972203
3.68,91.4,2.83,68.19718249312064,1.0,68.19718249312064
4.13,102.0,5.4,69.97198367918405,1.0,69.97198367918405
5.23,105.0,4.21,69.42425584765024,1.0,69.42425584765024
6.05,109.0,2.1,65.99247305564477,1.0,65.99247305564477
6.81,108.0,2.1,62.639955300111765,1.0,62.639955300111765
7.56,109.0,2.1,61.778006604292436,1.0,61.778006604292436
8.32,110.0,2.1,61.35031621760397,1.0,61.35031621760397
9.09,111.0,2.33,60.56720647347044,1.0,60.56720647347044
9.86,112.0,4.74,57.32175154337139,1.0,57.32175154337139
