r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.47,15.3,4.4,12.992405473968244,,
1.41,41.0,4.36,32.891774047624736,1.0,32.891774047624736
2.35,60.7,4.4,41.172943785937875,1.0,41.172943785937875
3.29,74.9,4.4,42.566806316659466,1.0,42.566806316659466
4.22,83.0,6.28,44.701026833843535,1.0,44.701026833843535
5.17,86.8,4.4,47.33704785894448,1.0,47.33704785894448
6.11,89.4,4.4,49.95313904050475,1.0,49.95313904050475
7.05,92.5,4.4,51.06229626642343,1.0,51.06229626642343
7.99,94.7,4.4,52.661821085108706,1.0,52.661821085108706
8.92,96.3,4.4,52.706065115885856,1.0,52.706065115885856
9.87,97.8,4.4,54.40236851461524,1.0,54.40236851461524
10.79,98.8,4.62,56.197054193258204,1.0,56.197054193258204
11.8,99.5,4.4,57.813621232370494,1.0,57.813621232370494
12.6,99.7,5.14,58.48278806623364,1.0,58.48278806623364
