r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.6,16.0,3.53,14.318536936433135,1.0,14.318536936433135
0.73,16.6,4.83,16.375066412079065,1.0,16.375066412079065
0.85,18.6,2.5,17.879119105817267,1.0,17.879119105817267
0.98,20.0,7.58,19.968217246414362,1.0,19.968217246414362
1.07,21.4,4.03,21.26249750146958,1.0,21.26249750146958
1.54,28.9,2.74,27.1146086086449,1.0,27.1146086086449
2.02,32.9,2.65,31.18002565746218,1.0,31.18002565746218
2.49,35.2,2.88,33.63529247680181,1.0,33.63529247680181
2.96,37.6,3.05,34.90671138907245,1.0,34.90671138907245
3.43,40.6,3.68,35.32418010371932,1.0,35.32418010371932
3.9,42.7,3.25,35.80341464162322,1.0,35.80341464162322
4.37,45.5,2.99,35.96655251758222,1.0,35.96655251758222
4.86,48.9,1.96,35.986336295877635,1.0,35.986336295877635
5.34,51.5,1.53,35.891951744088814,1.0,35.891951744088814
5.81,53.0,1.86,35.67475437897225,1.0,35.67475437897225
6.28,55.0,1.48,35.70686208559918,1.0,35.70686208559918
6.75,57.6,0.99,35.760271251767655,1.0,35.760271251767655
7.22,59.7,1.19,35.96768549684563,1.0,35.96768549684563
7.69,60.5,1.26,36.35770069737634,1.0,36.35770069737634
8.16,61.8,1.33,36.796836820574676,1.0,36.796836820574676
8.64,62.9,1.35,37.021216889778216,1.0,37.021216889778216
9.11,63.0,2.09,37.29874662773536,1.0,37.29874662773536
9.58,64.5,2.38,37.20884303495609,1.0,37.20884303495609
10.05,65.6,1.08,37.007901858927376,1.0,37.007901858927376
