r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.22,10.7,4.9,5.6097237008608545,,
0.76,24.7,4.9,17.728897314836022,,
1.31,38.9,4.9,26.83994225031045,1.0,26.83994225031045
1.94,42.7,7.89,32.63540715235525,1.0,32.63540715235525
3.92,55.0,4.9,39.19282587413161,1.0,39.19282587413161
4.35,57.2,4.9,39.508907856330325,1.0,39.508907856330325
5.0,59.8,4.9,40.42422664690074,1.0,40.42422664690074
5.05,62.5,3.43,40.42083126309997,1.0,40.42083126309997
5.83,61.8,3.98,40.24219675912338,1.0,40.24219675912338
6.09,64.4,4.9,40.195712457922674,1.0,40.195712457922674
6.74,67.2,4.9,41.714089945724574,1.0,41.714089945724574
7.29,69.9,4.9,40.0131290953357,1.0,40.0131290953357
