r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
3.54,223.0,8.0,162.22523046678035,1.009837849764416,163.0212511979083
4.23,230.0,6.13,161.37946244798314,1.007003488667109,161.9435860811163
4.97,248.0,5.1,161.98045067229563,1.0054906223125546,162.4245286789074
5.74,258.0,6.6,167.12465377675431,1.0040137805698701,167.45971873818633
6.47,263.0,7.0,173.3291951749618,1.0026754436541785,173.56090654346497
7.22,272.0,6.25,181.81829775905393,1.0019977564331777,181.99982148125076
8.02,287.0,4.01,189.18831702829857,1.0012748900641102,189.30887576856514
8.79,289.0,7.25,195.74528423438457,1.0007339632724157,195.81710598285875
9.5,292.0,6.93,202.5096306351873,1.0005419504521889,202.5644982952536
10.27,302.0,10.4,211.36220239200762,1.0003337111964499,211.3974664169753
11.08,302.0,10.3,219.162633676455,1.0002495372286009,219.189976588903
11.82,304.0,10.4,222.8105006502162,1.0003000839988685,222.84392907558293
12.56,303.0,10.4,225.30825462019806,1.000350630769136,225.34775116163092
13.39,305.0,10.1,227.93530244347846,1.0005387958149008,227.99669946798952
14.1,300.0,8.78,229.88370298914188,1.0007505344300183,229.96995462546838
14.93,295.0,9.72,229.79410566853105,1.0009980598533246,229.90875120558727
15.64,294.0,5.32,228.80087434273497,1.001295997060786,228.94908896718113
16.35,290.0,5.32,228.586548379383,1.0015970209552414,228.76900431587976
17.18,291.0,4.03,228.39280023678504,1.0019595803773909,228.61646774163935
17.89,286.0,3.25,226.46672912372804,1.0023455439969609,226.7321674041042
18.72,287.0,3.61,222.76641802569793,1.0027967409043452,223.07771050326608
19.44,294.0,3.35,220.14586914134907,1.003204083368739,220.49826994571714
20.26,290.0,3.75,218.41150564931326,1.0037112986526964,218.81642546597894
20.98,288.0,3.04,216.8708486634384,1.00415665841422,217.32111027167375
21.69,290.0,6.4,215.0673266677205,1.0046339303339806,215.56505422990313
22.52,294.0,4.19,212.96798468314432,1.0052442203336034,213.5256799878189
23.23,297.0,4.12,211.23158168228537,1.0057662756344856,211.83971603619887
24.06,293.0,5.15,209.70541814650377,1.0064167722327835,210.37715822100824
24.77,291.0,6.21,208.54097439112533,1.006989803756986,209.26853547091406
25.95,297.0,4.0,207.06655186195573,1.0079521440504082,207.88823308897096
28.92,292.0,4.0,202.0065392505896,1.0104777658676583,203.06207016494628
31.76,288.0,4.0,193.9015804474012,1.0131939681603073,195.17655437638882
34.72,285.0,4.0,189.85884388144788,1.016442564560045,191.4133630135876
