r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.28,11.9,7.89,6.2921300050142,,
0.87,34.8,7.89,17.881680569789854,1.0086786806063786,17.959107638687183
1.46,58.5,8.68,27.78001619869938,1.0058325696063213,27.860912850434165
2.05,81.5,14.2,35.88963081448456,1.0037921980804099,35.95761671601389
2.35,91.8,17.5,38.599762952640006,1.0029739301942113,38.65711684294685
4.76,114.0,8.68,48.02736719829643,1.0012357305534496,48.0570324790768
7.86,116.0,8.68,53.59752326367329,1.0054985685648319,53.74467608679081
8.7,117.0,16.6,56.32932628746771,1.0073342468066273,56.535515508198046
10.18,118.0,51.9,54.93775568768714,1.0108976814672042,55.23629163515607
10.47,118.0,40.3,54.70935294810203,1.0117272596516358,55.02921330380678
