r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.11,56.2,28.5,45.34044882883274,,
0.23,64.6,22.7,78.35134395784159,,
0.34,70.2,17.2,94.43961298099437,,
0.46,71.6,11.7,103.80518965832104,1.0063206990672466,104.1327335796928
0.57,71.0,11.3,107.25072354068294,1.0064592761039304,107.5965470150872
0.69,69.0,9.37,110.7178490578642,1.0066104510530398,111.0831937400459
0.8,67.7,6.23,114.0480078738774,1.0067490280897236,114.4322173082759
0.92,66.9,4.0,116.95687795080715,1.0069625730599179,117.36333209016514
1.03,66.6,3.1,119.69173112625616,1.007505441483276,120.14006111218978
1.14,66.8,3.02,121.21700994497431,1.0080483099066342,121.7038284224486
1.26,67.4,3.09,122.24362151049027,1.008640530004843,122.77061043282697
1.37,68.3,2.71,122.52723248323207,1.0091957863576244,123.0893103797106
1.49,69.6,2.75,122.19925081603405,1.0098841950842972,122.80168644577515
1.61,71.2,2.61,121.80558484732956,1.0105726038109697,122.44779295270345
1.71,72.9,4.09,121.44161601362194,1.0111462777498634,122.11655146221555
1.83,74.9,6.17,120.87195125420952,1.0118131399200827,121.58379378884429
1.94,77.0,7.74,120.12965412420033,1.012345176189669,120.86889049452589
2.06,79.2,5.36,119.32065160733912,1.0129255793928538,120.08931998898024
2.18,81.4,6.34,118.69413338493187,1.0135059825960386,119.49298556041529
2.29,83.6,2.03,118.50541000308804,1.014032469593974,119.3339752065123
2.4,85.7,1.94,118.51118596993282,1.0145456798298285,119.36998716635927
2.52,87.8,1.7,118.53142241616777,1.01510554554167,119.42330783601777
2.63,89.7,2.16,118.43696298031287,1.0156187557775245,119.3582983906205
2.75,91.4,1.88,118.05003939008238,1.0161928414972152,119.00198398183292
2.86,92.8,3.36,117.54011868294161,1.0167442877541761,118.52009624138631
2.98,94.1,1.4,116.8798827857044,1.0173458654890424,117.88921602623505
3.09,95.2,5.51,116.15501754121514,1.017897311746003,117.1898392229423
3.2,96.1,6.23,115.38710543210622,1.0184403022070696,116.44613208880989
4.52,97.4,2.3,105.91972148754924,1.0249406412705293,107.23243977529368
4.69,96.9,11.7,104.8653660652553,1.0258697614671481,106.2131261665198
6.03,96.8,2.3,97.3833897541054,1.0334539600101162,98.99891945230188
7.53,105.0,1.02,91.89041190461603,1.0435401947529452,93.86956150785103
8.58,110.0,7.12,88.2552310064395,1.0518789990669573,90.51558201243995
8.7,110.0,5.26,87.93692910262445,1.0530488894549055,90.23926774379848
8.82,110.0,5.16,87.60347538768083,1.0542187798428535,89.94700560786859
9.03,111.0,0.82,87.01480161443799,1.056266088021763,89.42929410880778
9.05,111.0,7.81,86.94733635943082,1.0564423653509296,89.36741303050523
