r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.5,24.2,2.18,24.795245511992817,1.0047765103550614,24.854392340744024
1.0,42.0,2.91,39.49948100924872,1.0035707938446041,39.5699404181191
1.5,59.4,2.4,46.233981009642676,1.003072808991758,46.30496062105453
2.0,63.9,2.01,50.15153038542294,1.003473902376878,50.23856562328056
2.49,66.0,2.0,51.37007007976532,1.004497654669547,51.48546289385731
3.0,67.2,2.07,51.875895172999186,1.0061402536861357,52.034917016239355
3.49,68.7,2.38,50.924910407383145,1.00832031260348,51.13632714195595
4.0,71.3,2.91,52.252387505261424,1.0109797647051524,52.53846384632552
4.49,72.5,3.21,53.29975609700293,1.0139339958270306,53.66981076099637
5.01,74.0,3.41,54.62676724830053,1.01765174775968,55.10678717513998
5.5,76.2,3.17,55.583771012769546,1.0214684922286055,56.177252517264
