r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
5.03,214.0,6.0,178.85,1.004674440399951,179.26752447830663
7.55,220.0,6.0,207.41,1.0011214066163785,207.52626288779143
10.07,235.0,4.0,227.06,1.0003003159086723,227.09409230568826
12.58,235.0,4.0,233.42476518141774,1.000585339734878,233.49307158235
15.1,230.0,2.0,225.95672019216423,1.0014831752297453,226.1242248106935
17.61,231.0,2.0,219.46474090386363,1.0028440295308403,219.77660142821438
20.13,232.0,2.0,213.16109518390076,1.00454837140391,213.64531312268895
22.65,225.0,7.0,205.51178384705827,1.0065755548717537,206.18635375191002
25.16,224.0,7.0,194.09483274935477,1.0087712961930901,194.94420592360615
27.68,229.0,2.0,186.069371203323,1.0112098820826252,187.10937260777703
30.2,218.0,2.0,181.25520378736718,1.0140257529160304,182.52189801969195
32.71,214.0,2.0,173.52426141609132,1.0172058558440675,175.01071148745206
35.23,213.0,2.0,168.5508306120145,1.0207190943449134,170.28798893726542
37.75,211.0,2.0,161.72561516346136,1.0250076204835057,163.73531470051483
40.26,217.0,2.0,157.09772913699294,1.0297816924268677,159.41988467675995
42.78,216.0,3.0,151.50150527305001,1.0364897293116366,154.24086401650683
