r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.87,39.3,6.6,32.75,,
1.74,54.6,5.6,63.957868945111045,1.0099812856646149,64.27626729183365
2.61,65.5,6.7,84.18683982666175,1.0060945793295564,84.44299182176223
3.5,83.9,5.2,95.08020719371618,1.0034452352664174,95.24385320663608
4.37,94.3,6.3,99.52326813363797,1.0018988448618233,99.61771294405398
5.24,104.0,5.7,100.64390542899257,1.0009566374124537,100.69203378403222
6.11,115.0,5.1,101.9057628399886,1.00052751735329,101.93263782534977
6.98,127.0,5.1,103.40600466123811,1.0005275887319502,103.43327898574354
7.85,129.0,5.1,104.68091755425151,1.0008274164717148,104.72421595737973
8.72,127.0,5.1,103.32310196659797,1.0012896269551756,103.38970462906366
9.6,124.0,5.1,99.93100469824168,1.0018937351911013,100.02558137376491
10.47,122.0,3.9,96.31905989989728,1.002662798160623,96.44721375242042
