r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.58,23.9,3.87,22.00651040033381,,
1.17,34.7,3.87,34.940545216123915,1.0079496346165135,35.07915257584771
1.75,42.8,3.87,43.08431849292733,1.005363001567284,43.19969464295765
2.33,51.3,3.87,48.80742259124118,1.0034134745729761,48.890653073459724
2.91,57.7,3.87,53.28223155987369,1.0021235595524927,53.33877555306272
3.5,67.3,3.87,57.45912112101959,1.0012981977707747,57.496405675737854
4.07,75.4,3.87,61.59105860431366,1.0009137234994236,61.619190778324395
4.65,79.5,3.87,65.90393690819995,1.000907715991733,65.93384115232394
5.23,82.8,3.87,67.5111050124348,1.0011934673474252,67.55137914926163
5.82,85.6,3.87,67.30523976630646,1.0016523069502041,67.36082127408025
