r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.87,24.3,3.9,35.64,,
1.74,49.6,3.9,47.54,1.009822048174371,47.772899594767786
2.61,73.6,5.2,60.47,1.0059681746632712,60.650179325444434
3.5,101.0,4.4,74.08847953629498,1.0033485481115365,74.21242028673483
4.37,107.0,3.5,86.0731694548307,1.001833972831254,86.15206122719809
5.24,115.0,3.5,97.28408400144393,1.000921653339262,97.3289047769565
6.11,123.0,3.9,105.04850308309966,1.0005206238009838,105.07584490034392
6.98,130.0,3.9,109.04986198982556,1.0005485244544836,109.07976614762703
7.85,134.0,3.5,111.3441242275496,1.000877481389784,111.39296471418017
8.72,136.0,3.9,110.78013043863056,1.001368086006386,110.85588291163073
9.6,137.0,4.0,111.17184625614527,1.0019997447792064,111.28294839947594
10.47,136.0,3.5,110.08461927081366,1.002796739549348,110.23845079347966
11.35,137.0,3.5,108.24236231716306,1.0036961404285556,108.44221730019355
12.19,137.0,3.5,105.81480661986771,1.0046488708221577,106.06048110722809
13.12,137.0,5.0,101.70230479197608,1.0058344755459687,101.9985630976328
13.94,138.0,5.0,98.39248802627161,1.006986181194282,98.7355837118151
14.86,137.0,7.5,93.92352474220715,1.0083157581359508,94.31323888495828
