r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.22,12.4,7.0,38.3010508994205,,
0.78,37.5,4.0,85.73158694436958,1.0040294972174797,85.90414088823799
1.33,56.5,4.0,104.07309931005226,1.0028986491386513,104.22382586307725
2.33,69.1,4.0,114.57450894505287,1.00322511719159,114.75911832740691
3.44,85.5,7.5,107.55394228014146,1.0062739396386764,107.89080820805
3.78,87.1,8.4,103.95592383313227,1.0076677092317539,104.35371465163377
4.77,105.0,4.0,92.41437821031963,1.0126083200687468,92.99514834032506
5.44,112.0,6.7,86.89113015722607,1.0167282147701728,87.61488268209641
6.11,116.0,4.0,81.96657184486857,1.0215748847599446,82.84606309912989
7.22,124.0,4.0,76.94565484808093,1.0308485114062063,78.12346983660719
