r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.11,9.1,8.5,27.237756882680337,,
0.14,17.6,7.4,29.917062021528785,,
0.17,19.3,7.4,32.32653553970793,,
0.21,24.8,6.4,35.62593016329538,,
0.24,30.0,7.2,37.98720837334589,,
0.28,35.0,7.3,40.67995698129486,,
0.32,38.3,7.6,43.212758532637096,,
0.35,42.7,8.8,45.056250398807045,1.0060829045886652,45.193079071488604
0.39,47.0,5.3,47.3495353725884,1.0059443381384396,47.49005767845636
0.42,49.8,5.6,48.91362284681028,1.0058404133007706,49.05625278228719
0.46,52.2,6.2,51.02733483144108,1.005701846850545,51.17260307565905
0.49,53.4,6.3,52.63182402311362,1.0055979220128757,52.778932857622024
0.53,54.6,5.9,54.83612039522854,1.00545935556265,54.98560159462497
0.56,55.5,6.9,56.269950239892694,1.005355430724981,56.420423956215984
0.6,55.9,7.5,57.61317384071112,1.0052168642747554,57.76325840681782
0.63,58.3,7.4,58.57715766405878,1.0051129394370861,58.726717465014836
0.66,59.3,6.3,59.64116866728887,1.005009014599417,59.79035382527966
0.7,59.5,6.7,61.13488774832256,1.0048782251781496,61.28382121089213
0.87,59.1,5.1,66.16646053704248,1.004342201561607,66.30995898511638
1.05,62.6,5.5,69.76248347070222,1.0037880613156291,69.89449085830697
1.22,65.6,4.8,72.54878083055566,1.0033128486100584,72.66885303139334
1.4,70.7,4.6,75.77865794536085,1.0028636439572776,75.88708192688985
1.57,73.9,4.0,79.40491168687237,1.002571901172306,79.5069569091759
1.75,78.5,4.2,83.32317924803397,1.0023156151904231,83.41959567426386
1.92,82.4,4.6,88.30857829225879,1.0021669937554485,88.40420858159106
2.1,87.1,4.9,93.2985959165517,1.002065753911682,93.39491217052851
2.27,89.6,5.4,97.09155473057375,1.0020443469414428,97.19074847132923
2.45,94.9,5.7,97.83436257266666,1.0020792826957194,97.93602240379812
2.62,98.1,5.0,97.67731210470527,1.0021697881011382,97.7832242189027
2.79,99.3,5.7,98.34580316414117,1.0023138529543927,98.45951628688834
2.97,98.6,7.2,99.18853361150168,1.0025168011028605,99.31327407947894
3.16,101.0,8.7,99.51307703010696,1.0027880208943143,99.65170274352222
3.33,103.0,9.4,99.04366966141754,1.0030587916704965,99.19503097999566
3.51,107.0,9.1,98.4316356665884,1.003422639894392,98.5999398000435
3.68,114.0,7.4,97.90706001101248,1.0037905622139034,98.0924458990689
3.85,112.0,8.1,96.966214734824,1.0042149089896308,97.17035174137143
4.03,114.0,7.6,95.96000468945383,1.0046783385412084,96.18420946315265
4.2,116.0,7.2,94.73248914707139,1.005151002726569,94.97615941850037
4.38,114.0,7.8,93.35488685655402,1.0056564091421252,93.61854126573013
4.73,114.0,11.4,91.25140711243854,1.0067136205810518,91.55720837502189
5.25,109.0,9.9,88.89309590738755,1.0085951154806518,89.27430174531521
5.78,107.0,12.6,84.94400037671878,1.0107352173270214,85.39872938323772
6.3,105.0,12.5,81.90696795755535,1.0129976543970336,82.43754867857737
6.82,101.0,5.2,79.56559369476231,1.015554722984188,80.1820162583482
7.35,94.5,4.6,76.43767461141135,1.018428080896724,77.13875927057391
7.87,90.8,6.1,73.73891306494828,1.0214798516373818,74.52665584670393
