r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.58,31.3,6.3,21.35,1.0094456309510556,21.450595122611112
1.16,54.8,5.8,29.4885079310568,1.0067491788806782,29.587852197355364
1.74,61.1,4.1,31.413888648175988,1.0043608438979053,31.48230966828507
2.33,63.9,4.1,32.670760627815206,1.0026458135052363,32.71395244716053
2.91,67.2,4.1,34.72825074777018,1.0016724487282513,34.757279225079394
3.49,70.4,3.6,36.15733673820571,1.001153702039944,36.178188122445086
4.07,73.7,3.6,35.609248798591636,1.0010326951142703,35.627630802693346
4.65,78.0,4.1,36.53607805991223,1.0012259931620349,36.55846769056524
5.23,80.8,4.1,37.871374413929054,1.0017208360636152,37.9039456209603
5.81,80.5,3.6,38.62137361617269,1.002416446100991,38.66800869422839
6.4,81.3,3.6,39.96379611598478,1.0032636272762814,40.02895646205488
6.98,82.1,4.6,41.10837505910444,1.0043072750160928,41.1968124687916
7.62,82.8,4.6,42.492103972385266,1.0056689055313568,42.61237562274029
8.28,84.9,5.5,42.225225872693684,1.0072126538678223,42.377230245768956
8.9,84.3,5.5,39.69073569486965,1.0088565768390623,39.86611027148262
9.52,83.2,7.0,39.44768307518199,1.0106818178621746,39.65780991440578
10.22,80.1,10.8,39.51848681313595,1.0130951205494767,39.77639489935482
