r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.12,6.48,2.6,2.296867431960321,,
0.19,8.6,2.65,2.2887769659798662,,
0.26,10.2,3.03,3.2727358585745967,,
0.33,11.7,3.55,4.2304136913545465,1.0076926205900552,4.246654002285548
0.4,12.7,3.75,5.115310352266029,1.0074028752990425,5.134209442185318
0.47,14.1,3.43,6.122360655825497,1.0071131300080296,6.144096645238418
0.55,16.0,3.33,7.487062174177533,1.0067819925325863,7.512407873086092
0.62,18.1,2.66,8.782767217682592,1.0064967436794878,8.811250723773819
0.69,21.2,3.78,10.003929228058343,1.006212582674272,10.034956231913789
0.76,21.6,3.33,11.087474915416944,1.005928421669056,11.120291962240135
0.83,23.3,3.09,12.301174740649772,1.0056442606638403,12.33584141090366
0.9,24.5,3.26,13.121528112228392,1.005355821207027,13.156619468480846
0.97,24.4,3.29,13.838410313327177,1.0050661695222614,13.873419894509942
1.04,25.3,2.78,14.451608906969495,1.0047765178374957,14.486081974565904
1.11,25.4,2.78,14.973459854021716,1.00448686615273,15.007014212771965
1.19,25.9,2.73,15.400422072138154,1.0042203116602932,15.432885147547971
1.26,26.7,2.67,15.612280422795383,1.0040026114587413,15.643494166124503
1.33,27.1,3.16,15.824139787046876,1.0037849112571893,15.85405798675842
1.4,28.6,3.34,15.94420898006546,1.0035672110556373,15.972621843225983
1.48,28.9,3.21,16.067535591994186,1.0033698621463623,16.09458551252312
1.55,30.4,4.14,16.175057959710685,1.003202953633559,16.200941230883227
1.62,30.8,4.35,16.377438749694655,1.0030360451207556,16.402281229765318
1.69,30.5,4.56,16.390109822694903,1.0028691366079525,16.4136057135863
1.75,33.0,4.04,16.393291310777098,1.002761190067107,16.415908205720275
1.83,32.1,4.35,16.497639225052776,1.0026179817131327,16.519220368426133
1.9,32.9,4.36,16.5072105456979,1.0024926744034048,16.527771291460777
1.97,34.2,4.9,16.51361862221603,1.0023673670936772,16.533153965880164
2.04,32.6,3.98,16.516830809813364,1.0022929435317474,16.535756047584847
2.11,33.7,4.73,16.617957154837054,1.002220582824458,16.636397698443087
2.19,33.8,4.67,16.52973381515867,1.00213788487327,16.547393715430893
2.26,34.9,3.74,16.532973114355446,1.0020687069778536,16.55006521770718
2.33,36.1,5.47,16.54272347589719,1.0020371923562679,16.55956525768244
2.4,37.2,5.39,16.175104327329702,1.0020056777346824,16.191317225242543
2.48,37.6,7.1,15.723323440036461,1.001969661024299,15.738800631256634
2.55,35.6,4.73,15.232202729743324,1.0019462066662663,15.247018032084407
2.62,38.3,7.78,14.774254634329273,1.0019560680642532,14.788697298902628
