r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.77,35.1,3.96,135.41353846643253,,
1.59,77.9,3.95,181.3490504524355,1.0142277450846118,182.63458805736266
2.36,115.0,6.7,186.30282982284513,1.0105265209340328,187.28082316275894
3.13,156.0,3.16,188.001365154618,1.0076418265434055,188.71833493304166
3.95,192.0,3.14,196.11701252058683,1.005186660424583,196.62495092011181
4.73,204.0,2.9,204.51862726900941,1.0035934984410941,204.88576642042864
5.5,209.0,3.36,206.54727788087646,1.0022286375675242,206.77730929951713
6.27,220.0,3.25,207.24817610777666,1.0014727716501957,207.40073457665932
7.08,231.0,3.49,213.0514801638327,1.000881404715487,213.14535177329776
7.86,235.0,4.65,222.65660376463126,1.0005327292767714,222.71590371372403
8.66,245.0,6.0,231.89626344553292,1.0003876508434975,231.9412064814678
9.45,246.0,5.57,238.70599762050387,1.0003221692504716,238.74444639016863
10.24,239.0,6.95,242.98477832983693,1.0004317426574887,243.03722611642382
11.02,240.0,7.16,244.92552521123642,1.0005974992464344,244.9986856929083
11.79,240.0,4.85,245.14606523458622,1.0008511719818745,245.25037377427802
12.47,246.0,7.68,244.03631266678326,1.001125683969489,244.1736279168294
13.34,241.0,6.21,241.6927334447604,1.0015189052353046,241.87621797637559
14.11,250.0,5.62,239.12264008244807,1.0019749811446046,239.3586549613996
14.59,242.0,5.1,237.50460648164278,1.0022647472919601,237.7733983384825
14.98,244.0,7.41,236.18659000883179,1.0025227767006604,236.48432536030379
15.75,248.0,5.08,233.40705280689355,1.0030593529830467,233.76381742968042
16.52,249.0,5.22,230.50526544962048,1.0036164557807636,230.92169533920082
17.1,246.0,6.35,228.11197097039866,1.00404752112289,228.57314879534263
17.88,241.0,16.2,224.71569282095098,1.0046481540606464,225.23734392508544
18.65,247.0,14.6,221.31097781176604,1.00525523251507,221.89173612985283
19.62,234.0,20.9,217.1471986924998,1.0061109747236991,217.80967865571048
20.78,249.0,10.0,212.86505467079374,1.0072001429150417,213.63000960188018
22.13,236.0,16.1,208.49436083501155,1.0085460000181634,209.38336193062372
23.0,245.0,22.1,205.49872846321944,1.0094394431348197,206.46634716193154
23.58,243.0,4.2,203.54549786227156,1.010043298939842,204.56507841125972
25.03,238.0,7.76,197.70218966920928,1.0116166662963209,198.84719416862438
25.9,247.0,6.14,194.22158196245852,1.0126330283561178,195.444535060323
