r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.64,12.4,8.6,13.611245350811954,,
1.18,21.9,6.2,21.226667190117247,1.0136049121630437,21.370572858961445
1.8,32.3,1.88,27.76613765002255,1.0106689375494053,27.913862273479626
2.03,37.9,6.2,29.79981879139536,1.0096952905124976,29.943929285876642
2.78,53.1,9.5,36.42926845271532,1.0067691434710935,36.55235797372972
3.0,62.4,11.0,38.11444345651658,1.0059546221740705,38.22775358221029
3.64,68.0,6.2,42.50319517401015,1.004265519031953,42.59374780723614
4.19,78.0,7.98,45.735798888835426,1.0031509401408978,45.80779759983257
4.6,82.3,6.2,46.93404414707942,1.0024378097642734,46.99121745942411
5.14,85.7,6.3,48.025644191410905,1.0017472480550298,48.067582237066226
5.39,85.5,6.51,48.93230630166536,1.0014326020442135,48.96734401839827
6.31,89.5,15.6,52.515719551387654,1.000774326389426,52.53604777073412
9.1,95.2,15.5,57.83659913929933,1.0005176873522532,57.85156784020908
10.17,97.5,6.2,59.992083644427616,1.0008753710756777,60.01833556803666
11.99,101.0,10.2,61.64088253748481,1.00186338588345,61.698286183826376
14.02,107.0,10.7,61.95728367189769,1.0033661800624083,62.06147574974725
15.94,117.0,11.7,62.64542281763289,1.0050717935755982,62.804084224085
17.98,120.0,12.0,62.60240330849927,1.0071678261009067,62.82636426700229
