r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.37,183.0,47.6,124.12410120520511,,
0.74,196.0,40.7,192.62107906457175,,
1.11,205.0,14.1,220.97691350003058,1.0111084811253641,222.20088271434713
1.48,211.0,7.89,243.1157841440987,1.0098726101072617,244.31293033555812
1.84,214.0,1.48,262.7393320384293,1.0086701410085677,263.8758674032533
2.21,214.0,1.5,278.61125497725317,1.00767779806212,279.6787703302066
2.6,213.0,2.64,286.3014568597233,1.0067654353200453,287.2683013295318
2.96,211.0,4.5,282.7116874131666,1.0059263561034915,283.5481749802397
3.17,210.0,8.68,283.0440794293355,1.0055002211564998,283.82141453327824
3.33,209.0,3.0,281.8735193309226,1.0051755469111727,282.60200278344877
3.7,207.0,1.6,278.62633992499707,1.004424737718854,279.2420837883779
4.07,206.0,1.73,274.32471871852886,1.003759183765261,274.8398535655211
4.44,205.0,3.45,269.0980980980728,1.0032391875363222,269.5335753377764
4.81,205.0,2.77,263.41866505621806,1.0027191913073836,263.7765647940357
5.18,206.0,7.48,257.67736998036906,1.0023089341791631,257.97467850623565
5.55,207.0,5.02,251.31205641592288,1.0019431283322464,251.55610370818476
5.92,208.0,7.7,245.4593273843958,1.0015828922785392,245.6535184059204
6.28,210.0,1.95,240.53304575463224,1.0013272293539064,240.69261408570023
6.34,210.0,4.78,239.81681967701934,1.0012846188664677,239.9708068447129
6.65,212.0,1.96,236.3231258256373,1.0010644646813673,236.44887118208072
7.03,214.0,0.76,232.46577662098994,1.0008376420711285,232.56311779828815
7.39,215.0,2.22,229.1072698541013,1.0006876321351847,229.1860270780065
7.77,216.0,1.76,225.66625268302747,1.000529288313911,225.72596603787207
8.14,217.0,1.53,222.9011628502642,1.0004322890900237,222.9493365150162
8.51,218.0,7.7,220.13133375328465,1.0003555112318308,220.17045985696495
8.88,218.0,6.86,217.43712884417877,1.0002835453336818,217.4679533009274
9.25,218.0,8.37,215.25732275581242,1.0002661149826981,215.28596244993665
9.52,218.0,3.93,213.55980918702846,1.0002533955373856,213.58686502448637
9.62,218.0,4.05,212.94787531224628,1.0002486846317142,212.97435209822933
9.99,217.0,20.2,210.78322015758275,1.000254351609358,210.8100249788651
10.4,217.0,4.2,208.46221576103426,1.000295483096557,208.49301201677312
10.71,216.0,3.16,206.99120778429213,1.000326582513707,207.02500487960904
11.12,215.0,6.72,204.97259743682812,1.0004032369725457,205.013919536421
12.67,212.0,1.82,198.48069049658204,1.0008133229476306,198.56138854164527
12.98,211.0,16.6,197.3874365302919,1.000920591160084,197.47827219406452
15.86,209.0,8.38,188.76020078395763,1.0022604877893082,188.97342541854582
19.05,215.0,13.2,182.43813581595268,1.0042626144582862,182.82655405454565
22.14,215.0,13.9,177.41935322844574,1.0066033859936119,178.00417360439502
25.34,210.0,10.6,170.68734985346748,1.0094086645841263,171.48843997960634
28.53,196.0,12.8,162.807801410129,1.0126116830317933,163.83122494018838
31.72,185.0,11.5,154.53049246022613,1.0161538086677055,155.77362026448753
34.91,182.0,10.8,148.11546576910865,1.0203146493289152,149.61235865107767
38.0,181.0,10.3,142.6622735694339,1.0252238611432536,144.45031514973545
