r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.42,35.7,9.1,15.483607460795433,,
1.47,83.3,9.3,40.92651951974417,1.0110303368430729,41.151617144474535
2.11,94.2,10.4,48.84802964296513,1.0082753268130809,49.04972992350209
2.84,97.6,9.1,53.605969816803054,1.0055121158324603,53.75350794186514
3.9,101.0,9.1,57.91132963419162,1.0030113601240809,57.99846002265223
4.74,105.0,16.7,63.96273055459718,1.0017006893650025,64.01709781676611
5.69,106.0,9.1,69.23770071283418,1.0008622127998734,69.26754309749286
6.32,108.0,11.5,71.41734313176316,1.0005619857060597,71.43740807610854
7.37,110.0,23.0,74.55555780758401,1.0004256196161438,74.57142227365433
8.21,112.0,19.7,75.48106650014955,1.0005469912334795,75.50170741876967
9.16,113.0,9.1,77.29093737301936,1.000879089240235,77.32490272572129
10.85,114.0,9.1,77.96495238246479,1.0018671760136009,78.03770558204042
12.21,114.0,9.1,75.47465799856266,1.0029380374737162,75.58545036697325
15.16,114.0,11.2,71.64346795067922,1.0058482196689689,71.85265592144745
