r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.51,143.0,33.1,195.69574139464558,1.0071343361373442,196.39258033261146
0.69,160.0,15.0,213.4176450062178,1.0064823184619485,214.10824820677465
0.86,178.0,7.92,228.71405050848975,1.0058576847901015,229.3829398105569
1.03,188.0,8.01,242.42266436948506,1.0052134160781572,243.05376799539448
1.2,187.0,8.03,245.13602693198732,1.0045531343238034,245.69346176280717
1.38,195.0,5.6,248.24868358160535,1.003967973471093,248.74071806523236
1.55,199.0,7.52,251.93221092190655,1.0034550007575582,252.36704864439335
1.71,203.0,6.87,258.53466962865934,1.003065333067437,258.93061387152915
1.89,206.0,9.22,263.10820758767676,1.0026425207178875,263.45561267760695
2.06,211.0,12.0,270.433106331307,1.002315497381347,270.746018873768
2.23,219.0,13.3,275.2798803036648,1.0020186475707549,275.55758675728265
2.41,216.0,9.9,277.0156466700031,1.0017926766573808,277.26383523110576
2.58,214.0,10.5,274.7545495528691,1.0016216905399358,274.9772427314948
2.75,213.0,8.39,274.28712911837476,1.001495148421605,274.4921025146631
2.92,210.0,13.3,273.9827156957168,1.0014181902032402,274.1769266647176
3.09,214.0,6.67,275.4598253829404,1.0013676496364963,275.648127287208
3.26,213.0,9.98,276.5026614700119,1.0013751590642204,276.6927137250395
3.43,212.0,11.2,278.5494842931862,1.001395723403364,278.74380552926607
3.61,215.0,9.11,278.9803234997049,1.001484381594338,279.1873033476109
3.78,217.0,10.1,280.9802373833434,1.0015793539217037,281.20203346418236
3.95,219.0,8.05,281.95594992835316,1.0017137239464506,282.19744384078524
4.12,220.0,8.29,283.04650995905246,1.0018634812998297,283.31011315045134
4.29,218.0,8.42,281.91535502700094,1.0020397556515797,282.20272777844576
4.46,220.0,9.71,280.3560295410106,1.0022426860953046,280.67022876170677
4.64,220.0,20.1,276.81309163404825,1.0024824628105735,277.1564677642528
4.81,216.0,23.5,273.04675295633893,1.0027427067787686,273.42094015071154
4.98,220.0,14.6,268.87487219894683,1.0030139738416548,269.2797582652159
5.15,218.0,12.2,265.3001162834272,1.0033127606205363,265.7391908357923
5.32,213.0,23.1,261.62621925181736,1.0036156112123338,262.09876185051144
5.49,215.0,21.2,258.24417844358084,1.0039364391240413,258.7519604649248
5.67,216.0,18.3,254.88821235985003,1.0042861187832917,255.43386887517832
5.84,208.0,31.7,251.99182149426994,1.0046396865153797,252.57572652206474
6.01,212.0,25.3,249.21392778093283,1.0050081171604583,249.8371946812707
6.19,213.0,23.8,246.64670522834882,1.005416051702861,247.31372894313395
6.35,216.0,19.6,244.3689607949422,1.0057820034150633,245.07441361499278
6.64,210.0,25.0,239.98618564409077,1.0064740494789781,240.7617735906372
8.82,210.0,10.7,212.5465205549129,1.012883647869782,213.9113259685953
11.07,210.0,10.7,193.00216605002134,1.02191691488809,195.10570875143304
13.32,206.0,6.25,178.05134905414224,1.0347576670453023,181.1192433001369
