r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
1.07,22.1,7.17,18.40680309016207,1.0128806334086564,18.524969434723506
1.78,42.7,10.66,24.83910223820499,1.0092849597204054,24.954150831740513
2.49,60.6,7.69,28.152530969701463,1.0062365827490805,28.240182315391046
2.97,76.8,11.1,29.33064608903118,1.0047321307071984,29.399962407854833
3.04,81.6,17.5,29.315526602808962,1.0045295525117475,29.381844698411147
3.19,87.0,8.93,29.411999252005973,1.004111626036276,29.4724027974512
6.95,90.0,24.8,34.52960758537519,1.0004564424788882,34.53748707618484
8.58,97.8,9.4,36.978872346246575,1.0009501553871794,36.99643601256989
9.26,93.7,25.3,38.02526791490101,1.0013473965176236,38.05087684824305
9.89,103.0,23.8,39.19242401281146,1.0017889671632028,39.22746532767655
10.08,97.4,11.0,39.63898333711398,1.0019379290103265,39.67737351463106
11.84,106.5,9.48,41.515208056807325,1.0036122898082291,41.59012294569596
14.56,112.0,11.0,39.8575776986008,1.0070708130674217,39.99824222407095
15.43,111.5,9.4,39.661090504422596,1.008510009575523,39.82949112069244
17.93,111.0,24.3,40.794607486774524,1.0131925393654737,41.06281802326797
19.02,112.5,7.75,41.311318061761234,1.0156235652181755,41.63278235946366
20.1,106.0,10.7,41.6653393121909,1.0184017337836317,42.04694898621364
