r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.45,8.41,1.58,13.052206709978202,1.0044069139392617,13.080935069764088
0.9,17.8,2.22,20.57645499108143,1.00315946479555,20.608934649309756
1.35,26.0,2.35,26.643340631384795,1.002512795788774,26.67679426610077
1.8,30.9,2.22,28.40977472631559,1.002496415218626,28.44521391935919
2.25,34.7,1.82,28.156995578363823,1.0031187146153737,28.200868215251596
2.69,38.8,1.81,27.869512015821158,1.004303163822297,27.929411183937752
3.14,42.5,1.57,27.03890715247197,1.0059265526249592,27.118912541628383
3.59,45.6,1.59,26.289056658617476,1.0081447808057302,26.39589885027903
4.04,48.8,1.83,25.52609057415569,1.010858768435168,25.664307324636397
4.49,51.8,1.91,24.616459940454476,1.013694039523094,24.78443621507686
4.94,54.8,2.19,23.785779364990336,1.0170797267804499,23.988046660501677
5.39,56.6,2.73,22.912599154177162,1.0206646311242675,23.148128797657964
5.84,58.4,3.27,22.092193191261025,1.0244321204226818,22.360444156011216
6.29,58.5,3.95,21.303694515271285,1.027956648778387,21.599431760136284
