r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.72,125.0,17.6,201.4920107597321,1.0044000939582933,201.9348160877059
1.43,162.0,8.5,240.15881266362055,1.002610545932355,240.47208115219297
2.16,178.0,5.22,263.30176793937403,1.002007216482047,263.5658872938142
2.87,193.0,1.88,280.7907818999762,1.0024891495949793,281.1400298329839
3.59,192.0,3.59,273.3865089941345,1.0038033031109068,273.9059014911045
4.3,190.0,0.97,272.22796421381844,1.0057147700557458,273.00471616419725
5.03,195.0,0.99,273.85946998415085,1.0081830541582681,274.97769046764205
5.75,201.0,0.45,276.5761674475948,1.0111469561453912,278.11338669524673
6.46,204.0,0.81,280.372021607007,1.0145843207981624,282.40913875302425
7.18,204.0,0.65,276.53767284042874,1.0184003703017575,279.0702735386153
7.91,206.0,0.66,272.65341534629636,1.0230629250081817,275.7795860656941
8.62,206.0,1.54,268.6051901955731,1.0280471322331879,272.3459448591522
