r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.26,14.6,13.0,5.084643546995206,,
0.44,10.0,7.0,8.215138465053403,,
0.77,10.7,7.13,13.23110350651071,1.0093853927119878,13.29304805368149
0.89,17.4,9.6,14.658475364102502,1.0088164153065629,14.722951167877143
1.22,23.5,11.2,17.45992554394205,1.0072517274416442,17.523118496970163
1.55,31.0,5.2,18.61013970930901,1.0059628574896373,18.665542048471185
1.8,32.3,2.41,18.524980431838518,1.004991149658525,18.571153364423797
2.21,40.9,5.9,19.384130106868348,1.0036643769621656,19.419613010805865
2.31,43.8,4.26,19.732402286594503,1.00334798716995,19.765406600016934
2.54,44.8,4.5,20.568714106623194,1.0027308601885032,20.59678009985227
3.1,51.7,12.7,22.752828395608315,1.0017109875915358,22.77228498020011
3.43,55.7,4.5,24.21915977072698,1.0013773065534128,24.235832635526066
3.86,59.4,9.85,25.128241084485005,1.0010558526467936,25.141503444563256
4.09,62.0,4.5,25.37383888969109,1.0009695915502443,25.386137039260216
4.37,63.0,3.2,26.11673792800318,1.00090328964368,26.12853075496821
4.76,66.6,6.9,27.046718839814933,1.0009595486006873,27.059692049062896
5.4,71.3,2.95,28.48563497624724,1.0012549285909824,28.503503091084806
5.86,72.3,15.5,29.402394460315644,1.0016096039695574,29.42604805133312
6.08,73.4,6.0,29.75292422603197,1.0017962943223881,29.779634740858068
6.43,72.4,5.81,30.400830580758807,1.0021917501996518,30.434127859163222
6.97,77.1,12.1,31.606589502823617,1.0028800496676593,31.652071052884114
7.96,80.3,13.5,33.83586410895989,1.0043447797572491,33.90928913023876
10.29,84.7,6.0,38.60471085243354,1.0088159297518497,38.77450565831519
15.49,86.9,5.6,43.17133308110835,1.024068748870538,43.687783963826206
16.26,85.8,8.6,43.08445891501946,1.0273379297003058,43.66940800111154
