r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.45,18.9,9.78,65.19,,
1.34,58.3,10.5,120.17,,
2.23,74.1,5.69,137.48,1.01660449925634,138.61669414598327
3.12,119.0,4.27,146.18,1.0126664325584425,147.10287636380005
4.01,141.0,3.76,157.86,1.0091021968611158,158.57680895911236
4.9,195.0,4.54,175.79,1.0069625603821806,176.40091271017812
5.79,227.0,4.2,199.19,1.004873915232703,199.6748275535715
6.69,246.0,4.24,217.87,1.00358437497087,218.26011462087664
7.58,268.0,5.56,228.65,1.002309162934168,228.91384282625816
8.47,283.0,2.96,241.76,1.001643712416547,241.95861037583717
10.23,291.0,9.81,260.94,1.0006902269721514,261.03003837900724
12.06,310.0,4.74,275.0400029086679,1.0002819338753637,275.07877172325
13.44,310.0,20.4,277.98028779033956,1.000209919830941,278.00946304681264
15.18,310.0,16.1,282.2671334038024,1.0004016855155253,282.32381902142464
16.83,314.0,13.5,283.7363587910439,1.0007874028911523,283.84804422463026
18.56,317.0,12.7,277.4176075882712,1.0013221880083858,277.6009461233208
20.3,319.0,10.4,274.1903712751416,1.0020178180856485,274.4668650119504
21.94,318.0,10.8,275.0623645648383,1.0027884149957695,275.44559161286
23.68,317.0,9.3,274.2245512349323,1.0036793692307127,274.72857472653703
25.41,317.0,7.23,265.4585180400132,1.004613886130683,266.0702109689444
27.06,312.0,8.39,257.17034238029856,1.0055613835820485,257.88446234310385
28.8,312.0,8.37,247.63895028851982,1.0066724548816226,248.46375656670028
30.53,311.0,11.5,238.15547211853016,1.0078640066795197,239.09006641456014
32.18,310.0,14.5,230.78446091537447,1.0090563242711483,231.82713499487414
33.91,313.0,15.9,224.30081163473304,1.0103268611386047,225.45599859851876
35.65,320.0,8.83,217.71449767987434,1.0116685658213032,218.98102173858553
37.3,321.0,7.88,212.31512287164097,1.0130394551002846,213.69487638645876
39.03,320.0,8.0,206.59717931278735,1.014515468396935,208.09120463986525
40.76,315.0,9.82,201.30546962266078,1.0160720332652033,202.91671553094562
42.41,312.0,9.07,196.97196805637088,1.0177310712166705,198.7105571539757
