r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.6,16.0,3.53,14.318536936433135,1.0075501336621424,14.372488725981986
0.73,16.6,4.83,16.375066412079065,1.0069799207666184,16.43211536893954
0.85,18.6,2.5,17.879119105817267,1.0064666420331165,17.936834880925005
0.98,20.0,7.58,19.968217246414362,1.005910590071823,20.027142277573226
1.07,21.4,4.03,21.26249750146958,1.0055286003288888,21.321192413450255
1.54,28.9,2.74,27.1146086086449,1.0037607568491769,27.165546487362054
2.02,32.9,2.65,31.18002565746218,1.0025417054725083,31.21962573142317
2.49,35.2,2.88,33.63529247680181,1.0018481078271215,33.666358953524664
2.96,37.6,3.05,34.90671138907245,1.0015544057891101,34.93383045178851
3.43,40.6,3.68,35.32418010371932,1.0016196008500255,35.352774066762855
3.9,42.7,3.25,35.80341464162322,1.0020034568189848,35.839261993555
4.37,45.5,2.99,35.96655251758222,1.0026227499748535,36.013687269508324
4.86,48.9,1.96,35.986336295877635,1.003513200579629,36.04949448143634
5.34,51.5,1.53,35.891951744088814,1.004638105977484,35.97509079164648
5.81,53.0,1.86,35.67475437897225,1.0059592872878451,35.78089453906542
6.28,55.0,1.48,35.70686208559918,1.0074313009678373,35.83929073109529
6.75,57.6,0.99,35.760271251767655,1.0091762059116778,35.923968385901304
7.22,59.7,1.19,35.96768549684563,1.0110857311860293,36.16650006070047
7.69,60.5,1.26,36.35770069737634,1.013261913386247,36.59799297633142
8.16,61.8,1.33,36.796836820574676,1.0156832589656364,37.08426142663403
8.64,62.9,1.35,37.021216889778216,1.0185065493494425,37.36221394129556
9.11,63.0,2.09,37.29874662773536,1.0214162684220482,37.696030794658135
9.58,64.5,2.38,37.20884303495609,1.0244687826654286,37.661319422754175
10.05,65.6,1.08,37.007901858927376,1.0276981481725818,37.51692634965338
