r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.33,4.0,7.9,22.006537664975834,1.0277765461641248,22.310077087624954
0.99,17.0,8.6,47.3813307115788,1.0139524125901844,47.710727658641346
1.76,33.3,7.9,59.84185575331033,1.0055769154340397,60.008490234200714
2.42,44.9,10.5,71.55795553256115,1.0027093610027082,71.65482812831364
3.19,53.0,7.9,81.19579422605582,1.000923732894989,81.23328718271573
3.85,60.8,7.9,84.24494050089893,1.000280406208426,84.25675107518985
4.62,69.0,7.9,87.77736496386754,1.000095274325986,87.78154632891761
5.28,76.6,7.9,91.95699918983871,1.0002891867280088,91.97029460055072
5.94,85.0,7.9,95.6163165992081,1.0006983265109037,95.6496964770898
7.04,78.1,6.7,96.64741072579234,1.0017776680497863,96.73327608977863
8.8,81.6,6.7,94.1119275118728,1.0042332994314067,94.31091912112886
10.56,84.5,6.7,85.84306902714977,1.0073545947581155,86.15816123732493
