r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.78,14.5,8.1,16.07969216123244,1.015705230621572,16.205467887759564
2.34,32.6,26.8,30.635681810594654,1.0028675131466243,30.679574477593373
3.91,48.6,11.3,41.59642412515768,1.0002281211615631,41.60116836690178
5.47,58.1,6.1,46.84282762600909,1.0003853013963908,46.851851060354925
7.04,65.9,8.71,47.52295550573428,1.0018246263281758,47.56629156461913
8.6,72.5,12.2,48.72040434971778,1.004009185853703,48.817971234546484
10.17,78.6,28.4,49.13347127977016,1.006743158257669,49.298850340180564
17.97,97.1,10.0,48.90602928065209,1.0319703675391254,49.68165069207111
21.07,99.4,10.0,47.90366687425922,1.0377230119338534,48.79883818192033
22.72,100.0,10.0,47.447193805324254,1.042653920743611,48.448531974147045
28.61,99.1,10.0,46.78923807885741,,
