r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.22,10.7,4.9,5.6097237008608545,1.0281173053384933,5.688042148375577
0.76,24.7,4.9,17.728897314836022,1.0199683645825284,17.905030928532906
1.31,38.9,4.9,26.83994225031045,1.0103366568002894,26.978303257755748
1.94,42.7,7.89,32.63540715235525,1.006210114932752,32.73658512840647
3.92,55.0,4.9,39.19282587413161,1.0006724323457556,39.20600092159146
4.35,57.2,4.9,39.508907856330325,1.0003257451072878,39.51534224909424
5.0,59.8,4.9,40.42422664690074,1.000108514522002,40.42641989521847
5.05,62.5,3.43,40.42083126309997,1.0001023661673494,40.422900072946035
5.83,61.8,3.98,40.24219675912338,1.0001913510327545,40.24604676791149
6.09,64.4,4.9,40.195712457922674,1.0002583393978757,40.20090419071383
6.74,67.2,4.9,41.714089945724574,1.000604347073181,41.72669293595166
7.29,69.9,4.9,40.0131290953357,1.0009953173380746,40.0330370234608
