r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.92,234.0,12.0,282.470193294797,1.0062028557894156,283.34489990887926
2.32,192.0,12.0,337.04054489037367,1.0001080169908896,337.0587474515739
3.24,212.0,6.3,361.794746506911,1.000749586715946,361.9303193737055
4.17,223.0,4.41,341.5190753091253,1.0026551829458854,341.9721725567131
5.1,222.0,4.01,320.16260962204814,1.0052846288812511,321.00746519253863
6.03,224.0,3.85,303.9158865541583,1.0084410967434427,305.19588278750626
6.96,224.0,3.23,292.53925206713717,1.0120898838552197,294.30232203922725
7.89,226.0,3.4,279.5277132951221,1.0163475901273489,281.80325333942835
8.8,226.0,3.21,272.4550724431461,1.021195057414569,275.32728352444906
9.73,227.0,2.75,259.2850338912757,1.0275113505405382,262.8274755888577
10.64,227.0,2.65,249.55605502571962,1.0355419571634918,253.95218957699797
11.58,224.0,2.35,242.12093837584558,1.047205268394017,247.76973574277665
12.52,220.0,2.43,232.08317323752706,1.0420350840414214,236.91078107225283
13.46,218.0,2.3,226.8497178750725,1.047285857410353,232.15116258797943
14.4,217.0,2.77,220.0504189952839,1.056630498598351,226.19540111896515
15.33,216.0,4.43,212.87548966473335,1.071462934799294,220.35059927868318
16.27,210.0,4.47,206.4204493261266,1.1133613578079367,217.80647730214105
17.11,208.0,4.35,200.283838838784,,
