r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
1.07,22.1,7.17,18.40680309016207,1.0168696906360863,18.56141230166198
1.78,42.7,10.66,24.83910223820499,1.0095692557042868,24.957665134256583
2.49,60.6,7.69,28.152530969701463,1.0055048317706943,28.22991209678734
2.97,76.8,11.1,29.33064608903118,1.0038536568152105,29.387106868316515
3.04,81.6,17.5,29.315526602808962,1.003741810836691,29.370321969757722
3.19,87.0,8.93,29.411999252005973,1.003283427118465,29.460245758965314
6.95,90.0,24.8,34.52960758537519,1.0001404083517378,34.532031622933005
8.58,97.8,9.4,36.978872346246575,1.0008117572827224,36.993878236046214
9.26,93.7,25.3,38.02526791490101,1.0012890093638491,38.049767485602146
9.89,103.0,23.8,39.19242401281146,1.0017676392813795,39.22704775310487
10.08,97.4,11.0,39.63898333711398,1.0019485027942203,39.67758287833214
11.84,106.5,9.48,41.515208056807325,1.0036988041802146,41.591915503372185
14.56,112.0,11.0,39.8575776986008,1.0073448073020919,40.00368302441034
15.43,111.5,9.4,39.661090504422596,1.0087490674512136,39.8342114453619
17.93,111.0,24.3,40.794607486774524,1.0135457712583573,41.069975316868145
19.02,112.5,7.75,41.311318061761234,1.0160246550964958,41.64100235349837
20.1,106.0,10.7,41.6653393121909,1.0188280186894032,42.055748119119386
