r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.22,10.7,4.9,5.6097237008608545,1.0281140209571573,5.688033062975354
0.76,24.7,4.9,17.728897314836022,1.0199705395642986,17.905050018877493
1.31,38.9,4.9,26.83994225031045,1.010337237017525,26.978311004319323
1.94,42.7,7.89,32.63540715235525,1.0062098187368023,32.73658031010635
3.92,55.0,4.9,39.19282587413161,1.0006723821168113,39.20599993761509
4.35,57.2,4.9,39.508907856330325,1.000325711571386,39.515341586718684
5.0,59.8,4.9,40.42422664690074,1.0001084979297845,40.42641955987289
5.05,62.5,3.43,40.42083126309997,1.000102351343291,40.42289977336098
5.83,61.8,3.98,40.24219675912338,1.0001913440697177,40.24604662782094
6.09,64.4,4.9,40.195712457922674,1.0002583330890542,40.20090406393641
6.74,67.2,4.9,41.714089945724574,1.0006043434314924,41.726692860019746
7.29,69.9,4.9,40.0131290953357,1.0009953148767563,40.03303697424276
