r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.11,6.8,3.62,12.02680339907492,1.0233163683067803,12.166206178483332
0.17,9.5,4.31,15.5399871299818,1.0197928577406732,15.693023958664703
0.24,14.0,3.11,19.675652466945028,1.0147236351992603,19.81997174658469
0.31,19.8,5.5,23.294999463404157,1.0116063552920094,23.429794492135347
0.38,26.1,3.9,26.475214824435326,1.0095892457961153,26.601850634506462
0.45,28.7,3.5,29.4515279739439,1.0073310788673713,29.55928657505905
0.52,28.7,2.7,32.4975029809984,1.0053798531411564,32.58480162177118
0.59,31.7,2.5,35.56337020024959,1.0047235178328895,35.64726335592616
0.66,35.5,2.3,38.46211772640711,1.0033549383457094,38.52658271947021
0.73,39.4,2.1,41.246339231500286,1.002602049765847,41.29996688237981
0.8,42.9,2.3,44.00727212632022,1.0019158224137863,44.0494070143905
0.87,46.0,2.6,46.69099377824379,1.001405835791486,46.72380218658162
0.94,49.1,3.1,49.63522942427082,1.0009611635860405,49.65907748272947
1.01,49.2,3.2,53.20930087869977,1.00063065700577,53.22607664336391
1.08,51.4,3.2,56.94446592953524,1.000446654038666,56.95718174764443
1.14,57.2,3.1,59.97477136263214,1.0002709061307897,59.98289457913954
1.21,63.8,2.9,63.85477977410932,1.0001753476495256,63.860377921486766
1.29,67.8,2.8,68.37915837446377,1.0001032822380198,68.38268945954695
1.35,69.8,3.3,71.63078946933364,1.0000924296593634,71.63409979757756
1.42,71.7,3.9,75.05539620840062,1.0001225440483215,75.05999486357035
1.49,74.1,4.4,78.26422746057102,1.0001783264081014,78.27120543877838
1.56,76.7,4.8,81.20790601905703,1.0002767554739111,81.21914260792177
1.63,79.9,4.4,83.46410605763414,1.0004271967931686,83.48193195327232
1.74,83.6,3.35,85.65192000183066,1.0006585115145519,85.68011674840638
1.93,83.9,3.95,83.85764127376824,1.0012399926568214,83.90961659620429
2.1,88.7,4.44,81.20576395798516,1.001882862352326,81.28217764366165
2.27,85.3,5.36,79.47841279240546,1.0025595957279139,79.58006409034093
