r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.22,12.4,7.0,38.3010508994205,1.0195794130762024,38.67418934367084
0.78,37.5,4.0,85.73158694436958,1.0045962430581095,85.92838267903112
1.33,56.5,4.0,104.07309931005226,1.0006861772451754,104.10879948323155
2.33,69.1,4.0,114.57450894505287,1.0007252588353754,114.61604950196465
3.44,85.5,7.5,107.55394228014146,1.004231288113078,107.78124794376112
3.78,87.1,8.4,103.95592383313227,1.0057542805532784,104.25459057185029
4.77,105.0,4.0,92.41437821031963,1.0107260443289416,92.90867663758569
5.44,112.0,6.7,86.89113015722607,1.014807228169967,87.53207461826997
6.11,116.0,4.0,81.96657184486857,1.0196045191109118,82.76612974020274
7.22,124.0,4.0,76.94565484808093,1.0302083510581672,78.09920860237479
9.33,135.0,4.0,69.3732001568329,1.0439566776750122,70.88151102231724
11.1,140.0,4.0,65.31475790355499,1.0747227808847606,67.71105004632058
15.55,144.0,5.0,56.566096736472815,,
