r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.58,31.3,6.3,21.35,1.0171708307264287,21.532518454393525
1.16,54.8,5.8,29.4885079310568,1.0085996588085464,29.61503205079189
1.74,61.1,4.1,31.413888648175988,1.0036386489689293,31.47098881024818
2.33,63.9,4.1,32.670760627815206,1.0015423938093972,32.695946509390474
2.91,67.2,4.1,34.72825074777018,1.0004712655354266,34.73643289773395
3.49,70.4,3.6,36.15733673820571,1.0000994061658173,36.15913382465211
4.07,73.7,3.6,35.609248798591636,1.0001675106295893,35.612231137546225
4.65,78.0,4.1,36.53607805991223,1.0005528345699797,36.546175868002216
5.23,80.8,4.1,37.871374413929054,1.0011571865210096,37.89328020049306
5.81,80.5,3.6,38.62137361617269,1.0019789592195585,38.65956979003989
6.4,81.3,3.6,39.96379611598478,1.0029667697586229,40.02303390318312
6.98,82.1,4.6,41.10837505910444,1.0040354121961654,41.191236167626506
7.62,82.8,4.6,42.492103972385266,1.0054176857980794,42.607052927465446
8.28,84.9,5.5,42.225225872693684,1.0070188509499072,42.37315304025062
8.9,84.3,5.5,39.69073569486965,1.0087583930431132,39.86417030233085
9.52,83.2,7.0,39.44768307518199,1.0106432464323254,39.6570531613898
10.22,80.1,10.8,39.51848681313595,1.0128536503903778,39.7716542858614
