r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.26,14.6,13.0,5.084643546995206,,
0.44,10.0,7.0,8.215138465053403,,
0.77,10.7,7.13,13.23110350651071,,
0.89,17.4,9.6,14.658475364102502,1.0096261033384064,14.728858390514059
1.22,23.5,11.2,17.45992554394205,1.0080049386507142,17.529669065408267
1.55,31.0,5.2,18.61013970930901,1.0063837739630221,18.66944667198692
1.8,32.3,2.41,18.524980431838518,1.0054139498417354,18.57505939951586
2.21,40.9,5.9,19.384130106868348,1.0040470380675692,19.423314657781244
2.31,43.8,4.26,19.732402286594503,1.0037136449519188,19.769007901094714
2.54,44.8,4.5,20.568714106623194,1.003054006848416,20.600098659602892
3.1,51.7,12.7,22.752828395608315,1.0018892851294505,22.774311543618772
3.43,55.7,4.5,24.21915977072698,1.0014043374916008,24.236159741437426
3.86,59.4,9.85,25.128241084485005,1.001060663194799,25.141563852912917
4.09,62.0,4.5,25.37383888969109,1.0008768374081374,25.384960817757918
4.37,63.0,3.2,26.11673792800318,1.0008775364006026,26.128194609239046
4.76,66.6,6.9,27.046718839814933,1.0008795284929886,27.05861040557762
5.4,71.3,2.95,28.48563497624724,1.0011767276292043,28.5023899655377
5.86,72.3,15.5,29.402394460315644,1.0015028001817787,29.42447912808972
6.08,73.4,6.0,29.75292422603197,1.001715706299156,29.778436927402566
6.43,72.4,5.81,30.400830580758807,1.0020544205768016,30.432042604276432
6.97,77.1,12.1,31.606589502823617,1.002715352281635,31.64947192479797
7.96,80.3,13.5,33.83586410895989,1.0041294841099255,33.90565446523852
10.29,84.7,6.0,38.60471085243354,1.0086307940632262,38.77094758891309
15.49,86.9,5.6,43.17133308110835,1.023643119683277,43.67870413958481
16.26,85.8,8.6,43.08445891501946,1.027053564532244,43.66336377864636
