r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.49,25.0,2.04,17.379815879346936,1.0056523591380098,17.42886514654666
0.97,42.5,2.7,27.012959852633696,1.0005041915905386,27.019768848078915
1.47,48.0,2.15,30.659944553113593,1.00030925686887,30.66468508585746
1.95,49.2,2.08,30.61823312995053,1.0018738211750036,30.646906250951695
2.44,50.4,2.06,27.868952258741267,1.0044100105879323,27.930335844891296
2.92,51.6,2.04,25.197341129571587,1.0075750447243108,25.292596571837638
3.41,53.2,2.0,24.24608834430824,1.011549905445737,24.385706371850716
3.89,55.1,2.05,23.9336290603828,1.0165222289601696,24.13053750047528
4.39,57.8,2.24,25.287255683446556,1.022963474219387,25.57594935992129
4.88,57.3,2.0,26.842550176911285,1.0319773257284,27.26834946741627
5.36,57.5,2.0,26.984930980085906,1.0393064481221819,27.510160393671338
