r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.1,6.29,4.62,2.262410219213129,1.0302621623586425,2.2963877891228894
0.3,13.9,4.62,6.768943787622999,1.0159476586459286,6.822704697730536
0.49,15.6,4.62,9.691155761827378,1.0088266623778457,9.733832076347612
0.69,18.4,4.62,14.140951170271396,1.0049149237951955,14.175659424135866
0.89,22.5,4.62,15.274897708331798,1.002571305177093,15.294523312355384
1.09,26.5,4.62,17.146107429967888,1.0011993833368602,17.156386726459047
1.29,35.3,4.62,19.671799612643476,1.0005090082116055,19.676805529481268
1.48,40.5,4.62,22.844255295369116,1.0001664510303283,22.846156441175985
1.68,44.2,4.89,25.09904380648793,1.000090591226395,25.10018065732122
1.88,46.3,4.62,26.6757792763398,1.000229430398287,26.67883921817094
2.08,46.4,4.62,27.395977806970134,1.000547126117393,27.403471309622397
2.27,46.3,4.62,27.55252801468497,1.00097688490162,27.56598255391251
2.37,46.4,6.73,27.75392224533318,1.0012448655838322,27.77119182373863
2.98,46.9,8.65,28.065868951450625,1.0033591309614966,28.112967896407774
