r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.96,34.2,3.32,20.75905826380378,1.0090096252973804,20.852364240325727
1.92,49.5,4.6,31.172423710709438,1.0022129128102266,31.20689557831655
2.88,59.9,4.38,33.27861174989125,1.0002640010716315,33.28300425458608
3.84,65.3,4.31,36.16340691914964,1.0002266526512902,36.16750495298419
4.8,69.8,3.83,36.51257865448564,1.0011451635162023,36.53347910906698
5.76,73.8,3.45,37.67614762684741,1.0027564028272546,37.7280372142218
6.72,76.2,3.24,39.342780786314535,1.0047300564773847,39.43571780417809
7.68,79.3,3.19,38.24822087365633,1.0072230666624553,38.38610705593191
8.64,80.3,3.31,38.86800869609865,1.0100535418807828,39.0629006590982
9.6,81.9,3.69,39.12994249931886,1.0133588439583974,39.39044079453955
10.6,84.0,3.89,39.59186911475638,1.017458670726103,39.93598436808294
11.5,85.6,3.67,41.15230856221799,1.022038649974849,41.6033079119381
12.5,87.9,3.43,43.502873468312416,1.0293524538559742,44.136713957004446
13.4,90.8,3.36,45.56847704279791,1.0381703169297956,46.43001434995811
14.4,95.5,3.18,47.69880606472241,1.0349238200962687,48.52457048551517
15.4,98.0,3.18,49.010538662618266,1.0372681924762093,49.915451760465785
