r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.28,11.9,7.89,6.2921300050142,1.028309712613645,6.380572623292956
0.87,34.8,7.89,17.881680569789854,1.0119029058661035,17.987787738178447
1.46,58.5,8.68,27.78001619869938,1.0056022552440862,27.857722888239447
2.05,81.5,14.2,35.88963081448456,1.0025299981017797,35.93500248397052
2.35,91.8,17.5,38.599762952640006,1.0016613115741393,38.631812763459635
4.76,114.0,8.68,48.02736719829643,1.0005530833081775,48.04064692991733
7.86,116.0,8.68,53.59752326367329,1.0054200587128457,53.742577839680045
8.7,117.0,16.6,56.32932628746771,1.007257769570232,56.53336936749799
10.18,118.0,51.9,54.93775568768714,1.0109989312287353,55.239057751563124
10.47,118.0,40.3,54.70935294810203,1.0117075272119742,55.02867666415641
