r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.37,183.0,47.6,124.12410120520511,1.007478884042914,124.5873914751438
0.74,196.0,40.7,192.62107906457175,1.007478884042914,193.34003268316172
1.11,205.0,14.1,220.97691350003058,1.0029135016062245,221.29858766710026
1.48,211.0,7.89,243.1157841440987,1.0024624126624826,243.41492579743837
1.84,214.0,1.48,262.7393320384293,1.001014819790518,262.8726147694656
2.21,214.0,1.5,278.61125497725317,1.0008784660443975,278.7336033769652
2.6,213.0,2.64,286.3014568597233,1.0007329805823058,286.40636434373954
2.96,211.0,4.5,282.7116874131666,1.0007653799238763,282.81985764419034
3.17,210.0,8.68,283.0440794293355,1.000785092323376,283.1551654973769
3.33,209.0,3.0,281.8735193309226,1.0008059549364436,281.9870851304808
3.7,207.0,1.6,278.62633992499707,1.0008042356171607,278.73835802051144
4.07,206.0,1.73,274.32471871852886,1.0008010334051374,274.43456835639927
4.44,205.0,3.45,269.0980980980728,1.0007650601648674,269.20101653478554
4.81,205.0,2.77,263.41866505621806,1.0007230472500332,263.5138799188051
5.18,206.0,7.48,257.67736998036906,1.0006613847664962,257.76256783914397
5.55,207.0,5.02,251.31205641592288,1.000618935829681,251.3898174035921
5.92,208.0,7.7,245.4593273843958,1.000570448159804,245.52932831365035
6.28,210.0,1.95,240.53304575463224,1.000528165382537,240.596557983561
6.34,210.0,4.78,239.81681967701934,1.000528165382537,239.88014278800608
6.65,212.0,1.96,236.3231258256373,1.0005032292860447,236.3825807056614
7.03,214.0,0.76,232.46577662098994,1.00048655214262,232.5223231044736
7.39,215.0,2.22,229.1072698541013,1.0004816546853605,229.1624385068287
7.77,216.0,1.76,225.66625268302747,1.0004897839702347,225.72150977443985
8.14,217.0,1.53,222.9011628502642,1.0005153788485373,222.95859472374786
8.51,218.0,7.7,220.13133375328465,1.0005511066523916,220.19198331955636
8.88,218.0,6.86,217.43712884417877,1.0005988948154094,217.50223008301026
9.25,218.0,8.37,215.25732275581242,1.0006670547024092,215.32910499182464
9.52,218.0,3.93,213.55980918702846,1.000703935823693,213.63496216373093
9.62,218.0,4.05,212.94787531224628,1.0007342283295524,213.0260371491062
9.99,217.0,20.2,210.78322015758275,1.0008251447792007,210.87016556247244
10.4,217.0,4.2,208.46221576103426,1.0009491219178235,208.5611203274856
10.71,216.0,3.16,206.99120778429213,1.0010343130950143,207.09822697698797
11.12,215.0,6.72,204.97259743682812,1.0011944289029677,205.09497350270337
12.67,212.0,1.82,198.48069049658204,1.001796656242506,198.65891126793895
12.98,211.0,16.6,197.3874365302919,1.0019165635323504,197.57649876750625
15.86,209.0,8.38,188.76020078395763,1.0035526710859304,189.0952049615905
19.05,215.0,13.2,182.43813581595268,1.0057162591924456,182.95882461371218
22.14,215.0,13.9,177.41935322844574,1.0082035924714152,178.14560483788213
25.34,210.0,10.6,170.68734985346748,1.0111734886129735,171.63828748966918
28.53,196.0,12.8,162.807801410129,1.0143721477640526,163.97357656928924
31.72,185.0,11.5,154.53049246022613,1.0181138300752435,155.9237808699679
34.91,182.0,10.8,148.11546576910865,1.0226236290991253,149.7815499346114
38.0,181.0,10.3,142.6622735694339,1.0274749447376699,144.6088129417242
