r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.41,15.0,4.1,13.301372109673498,1.0202874508712336,13.43562010763066
0.82,23.4,1.3,22.071746645881923,1.0109782274334922,22.19257027099283
1.24,29.2,1.5,25.138022993067693,1.0059909711131867,25.213211133531548
1.64,36.2,1.1,25.762765767673315,1.0034103007398418,25.806657767872185
2.06,44.0,1.1,27.735754902291735,1.0017321106238575,27.75976520752737
2.47,52.1,1.2,28.32203735609428,1.0007127084741139,28.332128236464463
2.89,52.9,1.7,28.554554803043242,1.0002323634930834,28.557872128396845
3.3,54.8,2.2,28.506204587773517,1.00009943483968,28.507621807485673
3.71,55.0,2.5,28.488123841348344,1.0002112910566456,28.491133325281623
4.12,52.0,2.7,28.01935937882949,1.0005174701075366,28.026608031665912
