r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
1.5,164.0,28.2,179.09160253903588,1.0009686677912675,179.17832167714306
2.52,194.0,32.0,226.56021208499962,1.0002971069809798,226.5938658958011
3.46,175.0,25.2,215.95866502643509,1.002132090418033,216.1887641439058
4.32,185.0,31.5,220.8040361949935,1.0048099252118918,221.33442462819238
5.43,175.0,27.9,221.74119058037007,1.0094169703854747,222.78280921598056
6.38,167.0,27.2,211.6230906588409,1.01461508107793,213.16392553738655
7.57,176.0,7.18,198.1970749027341,1.02328172764109,200.49098533195044
10.6,185.0,4.29,172.25934691621237,1.0425572992329655,175.88660371623686
13.57,183.0,4.22,155.24711269456833,,
16.64,172.0,4.33,141.59267283302478,,
19.71,161.0,4.24,133.93203537615636,,
22.68,156.0,5.08,129.36017045443313,,
25.75,159.0,6.49,124.3006580835355,,
28.72,173.0,6.97,119.3810843475632,,
31.79,177.0,6.57,117.49064728734795,,
34.77,179.0,4.47,116.4486861239748,,
37.84,181.0,4.26,114.11060774529247,,
40.81,182.0,4.26,112.0091469479167,,
43.88,182.0,4.83,109.13897287403799,,
46.85,180.0,5.5,106.22992280897131,,
49.92,177.0,8.5,103.42093598493489,,
52.99,175.0,11.0,100.98560392451985,,
55.96,172.0,11.6,98.82918445479554,,
59.03,168.0,12.6,96.14250308786431,,
62.0,158.0,5.38,92.94922592469504,,
65.07,158.0,6.5,89.9053574599423,,
68.05,166.0,15.5,87.43021274136304,,
71.12,165.0,8.75,85.06170231073442,,
