r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.45,18.9,9.78,65.19,1.027643824674565,66.0849079568215
1.34,58.3,10.5,120.17,1.020777415215965,121.41199281009271
2.23,74.1,5.69,137.48,1.0155607805583722,138.54551897973084
3.12,119.0,4.27,146.18,1.0114067044428225,147.01135200339445
4.01,141.0,3.76,157.86,1.0082047423545084,158.50627738720362
4.9,195.0,4.54,175.79,1.00593434192076,176.3108274340721
5.79,227.0,4.2,199.19,1.0040898340857196,199.5969114002648
6.69,246.0,4.24,217.87,1.0030625941511555,218.20336864576785
7.58,268.0,5.56,228.65,1.0020281655247432,228.88175257499168
8.47,283.0,2.96,241.76,1.0012794783289585,241.91461389993037
10.23,291.0,9.81,260.94,1.0004343632539223,260.99666522108487
12.06,310.0,4.74,275.0400029086679,1.0001108177486993,275.05524214344746
13.44,310.0,20.4,277.98028779033956,1.0001126165878116,277.99593994542386
15.18,310.0,16.1,282.2671334038024,1.0003336191319014,282.3142143353602
16.83,314.0,13.5,283.7363587910439,1.0007336931651445,283.8404274195076
18.56,317.0,12.7,277.4176075882712,1.0013101234133444,277.59927375795905
20.3,319.0,10.4,274.1903712751416,1.0020248530130251,274.46782849335705
21.94,318.0,10.8,275.0623645648383,1.0027308200729657,275.4376814220635
23.68,317.0,9.3,274.2245512349323,1.0036265653998562,274.72134786084587
25.41,317.0,7.23,265.4585180400132,1.0046223264797096,266.07132867235276
27.06,312.0,8.39,257.17034238029856,1.0056299267801012,257.8932514259261
28.8,312.0,8.37,247.63895028851982,1.006712476129052,248.46869547736628
30.53,311.0,11.5,238.15547211853016,1.0078493606602348,239.08832921072016
32.18,310.0,14.5,230.78446091537447,1.0090407834903392,231.82534976818465
33.91,313.0,15.9,224.30081163473304,1.0103875582585617,225.4627708248121
35.65,320.0,8.83,217.71449767987434,1.0117496927753442,218.98980174210956
37.3,321.0,7.88,212.31512287164097,1.0130941408831273,213.70064413510914
39.03,320.0,8.0,206.59717931278735,1.0144951591656328,208.0891217768191
40.76,315.0,9.82,201.30546962266078,1.0162541275964034,202.9348974742794
42.41,312.0,9.07,196.97196805637088,1.017795607040027,198.7168573183749
