r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.45,18.9,9.78,65.19,,
1.34,58.3,10.5,120.17,,
2.23,74.1,5.69,137.48,,
3.12,119.0,4.27,146.18,,
4.01,141.0,3.76,157.86,1.0131174840517736,158.89198976498693
4.9,195.0,4.54,175.79,1.010756330060129,176.73289887957662
5.79,227.0,4.2,199.19,1.0083951760684844,200.02437004967223
6.69,246.0,4.24,217.87,1.006007492256709,218.5234462451875
7.58,268.0,5.56,228.65,1.0036463382650644,229.06648830331076
8.47,283.0,2.96,241.76,1.002846559017299,242.10384753232537
10.23,291.0,9.81,260.94,1.0015285540269876,261.13935429203906
12.06,310.0,4.74,275.0400029086679,1.0005622378784216,275.11731099766905
13.44,310.0,20.4,277.98028779033956,1.0004820860837604,278.04728493086697
15.18,310.0,16.1,282.2671334038024,1.0003810251252747,282.32090371726315
16.83,314.0,13.5,283.7363587910439,1.0007360305387065,283.8407588966668
18.56,317.0,12.7,277.4176075882712,1.001145322684486,277.5764284655197
20.3,319.0,10.4,274.1903712751416,1.0017664709890384,274.43243908903247
21.94,318.0,10.8,275.0623645648383,1.0024468654632224,275.39867926137157
23.68,317.0,9.3,274.2245512349323,1.0032795189719463,274.6738454783803
25.41,317.0,7.23,265.4585180400132,1.004259765605934,266.0233127384032
27.06,312.0,8.39,257.17034238029856,1.005212092621751,257.8396691874745
28.8,312.0,8.37,247.63895028851982,1.0063042962575448,248.4183185300904
30.53,311.0,11.5,238.15547211853016,1.007390222860949,239.03386323658148
32.18,310.0,14.5,230.78446091537447,1.0085467335482148,231.76858926579055
33.91,313.0,15.9,224.30081163473304,1.0097649288815893,225.39329185283776
35.65,320.0,8.83,217.71449767987434,1.01110826342625,218.92037312883775
37.3,321.0,7.88,212.31512287164097,1.0124291962908007,213.63050138809925
39.03,320.0,8.0,206.59717931278735,1.0139065167153367,208.02874304423622
40.76,315.0,9.82,201.30546962266078,1.0154963053625388,202.85921893387092
42.41,312.0,9.07,196.97196805637088,1.0170645940881935,198.64548213841792
