r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.39,17.4,30.4,12.30018699044856,,
1.18,46.3,37.1,29.12108686158537,,
1.95,69.1,13.1,34.879296151155344,1.0117779789899601,35.08409868506408
2.74,85.2,6.2,37.08001213592034,1.0083607714514828,37.234698238574516
3.53,93.2,6.2,41.37856449902534,1.0049435639130055,41.4807171941919
4.3,100.0,12.4,44.97301968958722,1.0031575519854634,45.043966053325256
5.09,108.0,6.2,46.422288827674144,1.0018880731190758,46.46609249912156
5.87,112.0,6.2,46.55347570267981,1.0009926225796517,46.57657498745555
6.4,113.0,24.9,47.139547091587545,1.0008377418159424,47.159288342826784
7.44,113.0,15.5,48.83667883875806,1.0005338248456448,48.84971221587645
8.21,112.0,13.1,50.11723256525644,1.0007946722560215,50.1371419978076
9.0,111.0,26.4,50.10559350012731,1.0010780812204316,50.13259517428377
9.72,111.0,19.4,50.89229902450861,1.001483611500519,50.93003723254681
11.79,113.0,12.5,53.23425400998872,1.0031935281745252,53.31918879864628
17.63,118.0,14.6,48.939710869599544,1.010572843036181,49.19774656082933
