r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.6,16.0,3.53,14.318536936433135,,
0.73,16.6,4.83,16.375066412079065,1.0084144476183832,16.44381566257803
0.85,18.6,2.5,17.879119105817267,1.0077855630323898,17.948583667160666
0.98,20.0,7.58,19.968217246414362,1.0071042713975635,20.039021533075637
1.07,21.4,4.03,21.26249750146958,1.0066326079580685,21.332893871570107
1.54,28.9,2.74,27.1146086086449,1.0045282666712279,27.17593035598267
2.02,32.9,2.65,31.18002565746218,1.002900703658149,31.225214918271266
2.49,35.2,2.88,33.63529247680181,1.002011736433744,33.66910814995882
2.96,37.6,3.05,34.90671138907245,1.0015290617005776,34.9333884529876
3.43,40.6,3.68,35.32418010371932,1.0014167769803153,35.349194489513486
3.9,42.7,3.25,35.80341464162322,1.0017122621899661,35.83405394818249
4.37,45.5,2.99,35.96655251758222,1.0023101868002349,36.008073278675404
4.86,48.9,1.96,35.986336295877635,1.003159744556166,36.043145270911715
5.34,51.5,1.53,35.891951744088814,1.004206170968404,35.96735637880831
5.81,53.0,1.86,35.67475437897225,1.0054413176861303,35.77168154095439
6.28,55.0,1.48,35.70686208559918,1.0068819110287432,35.82951714611051
6.75,57.6,0.99,35.760271251767655,1.008536639720707,35.91258316057091
7.22,59.7,1.19,35.96768549684563,1.0104588877313656,36.15528723866734
7.69,60.5,1.26,36.35770069737634,1.0126649125093123,36.58720985458716
8.16,61.8,1.33,36.796836820574676,1.0151149533414692,37.0738850898043
8.64,62.9,1.35,37.021216889778216,1.017921132849932,37.351474884008226
9.11,63.0,2.09,37.29874662773536,1.020692902682583,37.68268028931661
9.58,64.5,2.38,37.20884303495609,1.0236814765475324,37.64684524521418
10.05,65.6,1.08,37.007901858927376,1.0270697013816297,37.50545362414404
