r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.28,11.9,7.89,6.2921300050142,1.028347966206699,6.3806913023036
0.87,34.8,7.89,17.881680569789854,1.011902853078611,17.98778726899795
1.46,58.5,8.68,27.78001619869938,1.0056011853202171,27.857708068438463
2.05,81.5,14.2,35.88963081448456,1.002529164672926,35.93498754712364
2.35,91.8,17.5,38.599762952640006,1.001660875277046,38.63180434996235
4.76,114.0,8.68,48.02736719829643,1.0005528970598823,48.0406424586458
7.86,116.0,8.68,53.59752326367329,1.0054199670480624,53.74257538980756
8.7,117.0,16.6,56.32932628746771,1.0072576963698212,56.533367313274105
10.18,118.0,51.9,54.93775568768714,1.0109988644854735,55.239055928200685
10.47,118.0,40.3,54.70935294810203,1.0117074678131268,55.02867504874882
