r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.39,17.4,30.4,12.30018699044856,1.028223740825627,12.47255786030744
1.18,46.3,37.1,29.12108686158537,1.0149477431485945,29.337926813596166
1.95,69.1,13.1,34.879296151155344,1.008563246123549,35.028317802733106
2.74,85.2,6.2,37.08001213592034,1.0048675452567817,37.17014690390037
3.53,93.2,6.2,41.37856449902534,1.0024788935953373,41.42981928415653
4.3,100.0,12.4,44.97301968958722,1.0011928974754316,44.99983579557961
5.09,108.0,6.2,46.422288827674144,1.000511788537774,46.434166505813266
5.87,112.0,6.2,46.55347570267981,1.0001449651837695,46.556849896979244
6.4,113.0,24.9,47.139547091587545,1.0000881085787632,47.1416237450947
7.44,113.0,15.5,48.83667883875806,1.0002588477291516,48.84299906149906
8.21,112.0,13.1,50.11723256525644,1.000584393067336,50.13187450803901
9.0,111.0,26.4,50.10559350012731,1.0010651967762103,50.132272555740464
9.72,111.0,19.4,50.89229902450861,1.0015742252704907,50.932341243436376
11.79,113.0,12.5,53.23425400998872,1.0035121112116474,53.32765438391893
17.63,118.0,14.6,48.939710869599544,1.011217053041139,49.21342510960483
