r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
1.02,56.1,3.4,24.911421075482625,1.0084164118034618,25.016033809917577
2.04,71.1,3.0,36.93242477823518,1.0018392194527732,36.96637259308059
3.05,80.7,1.5,42.866110157092635,1.0001733904109975,42.86982628224351
4.07,82.8,1.5,46.31791230182984,1.0003466459080943,46.325939563621205
5.09,83.7,1.5,45.007470491019596,1.0014998018978039,45.04120899032184
6.11,86.0,1.5,45.20890288427712,1.0032596570771888,45.28252569692819
7.13,88.3,2.3,44.881070620028666,1.005416384493685,45.002453046002586
8.14,90.0,3.0,42.25848198882681,1.0080566045378934,42.42837043314362
