r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.78,14.5,8.1,16.07969216123244,1.0157103715195173,16.205508898945013
2.34,32.6,26.8,30.635681810594654,1.0028664756341394,30.67955860787511
3.91,48.6,11.3,41.59642412515768,1.0002278095122334,41.601161885891614
5.47,58.1,6.1,46.84282762600909,1.0003851432595063,46.85184735727871
7.04,65.9,8.71,47.52295550573428,1.001824521613879,47.566289078719514
8.6,72.5,12.2,48.72040434971778,1.0040091102171214,48.81796939570648
10.17,78.6,28.4,49.13347127977016,1.0067430981192769,49.298848867732694
17.97,97.1,10.0,48.90602928065209,1.0319702556728478,49.681647999308964
21.07,99.4,10.0,47.90366687425922,1.037722987423308,48.798837605617145
22.72,100.0,10.0,47.447193805324254,1.0426539219163462,48.448532001393524
28.61,99.1,10.0,46.78923807885741,,
