r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.23,13.1,2.19,11.855905701379376,1.0037571607809663,11.87815709242282
0.47,17.3,2.39,14.670272662769428,1.0001044435755453,14.671038750632274
0.7,23.6,2.21,14.647337642042666,1.0014500517796672,14.65795349406058
0.93,26.2,2.21,14.253592529604598,1.0049117347830663,14.288554584212784
1.17,27.4,2.24,13.660179354605853,1.010371227854093,13.73083305204705
1.4,26.9,2.23,13.13864528785217,1.018367119192482,13.258755808275641
1.64,27.4,2.21,12.815030237966667,1.0332110863425228,13.026092685629134
1.87,31.0,2.2,12.514415687518136,1.0321393810254251,12.713928100552577
2.1,32.5,2.19,12.28639084515872,1.04382313488676,12.552718385118215
2.33,33.0,2.19,12.42145321610962,1.082255318153639,12.922224215521892
2.57,36.5,2.2,12.700744072691176,,
2.8,38.9,2.21,13.079097828214298,,
3.26,41.5,2.21,13.46596079008104,,
3.73,42.7,2.2,13.656430719628025,,
4.21,44.7,2.22,14.191166266378533,,
4.67,46.7,2.24,14.474480992422492,,
5.14,48.5,2.27,14.680776546218526,,
5.61,50.0,2.32,14.612888147111782,,
6.07,50.2,2.4,14.46167694287215,,
6.54,50.1,2.57,14.21290258884511,,
7.0,51.6,3.24,13.967648334633859,,
