r_kpc,v_obs,v_err,v_baryon,w_ring,v_model
0.44,15.7,9.1,12.435191996909417,1.028190538746958,12.60925119777527
1.32,44.5,9.1,28.995382390994603,1.0200190430153315,29.284174123170594
2.2,69.4,9.1,36.38259473979282,1.0142620437743264,36.64112130328681
3.08,90.0,11.4,40.30488059776384,1.0085411752799296,40.47664014538183
3.96,105.0,9.88,41.270592435776834,1.0055124520229195,41.38418718490158
4.84,113.0,16.2,43.26330546779799,1.0038613202389268,43.3467517307255
5.53,117.0,24.8,45.29266717692832,1.0027008167261096,45.35378953122805
7.48,124.0,9.1,54.511401559673736,1.0008857648222107,54.535538356930786
8.37,127.0,9.1,58.26059474464709,1.0003900201752716,58.27195504075577
9.24,130.0,9.1,60.92511140736634,1.0001690193781823,60.93025995204746
10.13,133.0,9.1,63.04616800409046,1.0000916751820539,63.049057822325615
13.23,142.0,23.8,68.87459400969271,1.000593252446727,68.89502099125949
